"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Sialidases and fucosidases of Akkermansia muciniphila are crucial for growth on mucin and nutrient sharing with mucus-associated gut bacteria","https://scispace.com/paper/sialidases-and-fucosidases-of-akkermansia-muciniphila-are-d3q7gf83","2022","Journal Article","Nature Communications","Bashar Shuoker
M.J. Pichler
Chunsheng Jin
Sakanaka Hiroka
Haiyang Wu
Ana Martínez Gascueña
Jining Liu
Tine Sofie Nielsen
Jan Holgersson
Eva Nordberg Karlsson
Nathalie Juge
Sebastian Meier
J. Preben Morth
Niclas G. Karlsson
Maher Abou Hachem","10.1038/s41467-023-37533-6","","Abstract The mucolytic human gut microbiota specialist Akkermansia muciniphila is proposed to boost mucin-secretion by the host, thereby being a key player in mucus turnover. Mucin glycan utilization requires the removal of protective caps, notably fucose and sialic acid, but the enzymatic details of this process remain largely unknown. Here, we describe the specificities of ten A. muciniphila glycoside hydrolases, which collectively remove all known sialyl and fucosyl mucin caps including those on double-sulfated epitopes. Structural analyses revealed an unprecedented fucosidase modular arrangement and explained the sialyl T-antigen specificity of a sialidase of a previously unknown family. Cell-attached sialidases and fucosidases displayed mucin-binding and their inhibition abolished growth of A. muciniphila on mucin. Remarkably, neither the sialic acid nor fucose contributed to A. muciniphila growth, but instead promoted butyrate production by co-cultured Clostridia. This study brings unprecedented mechanistic insight into the initiation of mucin O -glycan degradation by A. muciniphila and nutrient sharing between mucus-associated bacteria. ","In this article , the authors describe the specificities of ten A. muciniphila glycoside hydrolases, which collectively remove all known sialyl and fucosyl mucin caps including those on double-sulfated epitopes."
"The role of Akkermansia muciniphila sulfatases in colonic mucin utilisation","https://scispace.com/paper/the-role-of-akkermansia-muciniphila-sulfatases-in-colonic-gh271e5wyf24","2025","Journal Article","","Debajit Dey
Nadia Ahmed Salman
Charles W.E. Tomlinson
Chunsheng Jin
Great Raba
Sadie R. Schaus
Martin Nilsson
Zak McIver
Adam J. Simpkin
Matthew Davy
Daniel J. Rigden
Mirjam Czjzek
Dominic P. Byrne
Mihali Oltean
Anne Case
Christoph G. Baumann
Gareth S. A. Wright
Sjoerd van der Post
Edwin A. Yates
Eric C. Martens
Lauren Davey
Ana S. Luís
Alan Cartmell","10.1101/2025.09.11.675649","","Akkermansia muciniphila, an obligate mucin degrader, is a major member of the human colonic microbiota and has been associated positive health outcomes. Mucins are complex glycoproteins that contain heavily sulfated O-glycans and form the protective colonic mucus layer. Bacterial carbohydrate sulfatases are required to metabolise these heavily sulfated mucin glycans and excessive bacterial foraging has been associated with several diseases. Sulfatases have been linked with inflammatory bowel disease, making these microbiota enzymes potential drug targets. A. muciniphila expresses carbohydrate sulfatases that can act on colonic mucins yet their roles in its metabolism remain opaque. Our data reveal that A. muciniphila requires glycopeptides/protein forms of colonic mucin for metabolism and its sulfatases have unique adaptations compared to Bacteroides species. Localisation studies reveal that desulfation of N-acetyl-D-glucosamine, but not D-galactose, is exclusively periplasmic. A cell surface sulfatase has a novel carbohydrate binding module that binds to colonic mucin. This paints a contrasting picture of sulfated mucin metabolism by Akkermansia muciniphila versus Bacteroides species. These data will be important for understanding the contexts for Akkermansia muciniphilas positive health correlations. ","Akkermansia muciniphila, a beneficial gut bacterium, utilizes colonic mucin through sulfatases, which have unique adaptations and binding mechanisms, contrasting with Bacteroides species, and are potential targets for inflammatory bowel disease treatment."
"Nutrient-specific proteomic analysis of the mucin degrading bacterium Akkermansia muciniphila.","https://scispace.com/paper/nutrient-specific-proteomic-analysis-of-the-mucin-degrading-2wjvl37udz","2021","Journal Article","Proteomics","Jiyoung Lee
Hyeon-Su Jin
Kyoung Su Kim
Je-Hyun Baek
Bong-Soo Kim
Dong Woo Lee","10.1002/PMIC.202100125","","Akkermansia muciniphila is a prominent mucin-degrading bacterium that acts as a keystone species in regulating the human gut microbiota. Despite recently increasing research into this bacterium and its relevance to human health, a high-resolution database of its functional proteins remains scarce. Here, we provide a proteomic overview of A. muciniphila grown in different nutrient conditions ranging from defined to complex. Of 2,318 protein-coding genes in the genome, we identified 841 (40%) that were expressed at the protein level. Overall, proteins involved in energy production and carbohydrate metabolism indicate that A. muciniphila relies mainly on the Embden-Meyerhof-Parnas pathway, and produces short-chain fatty acids through anaerobic fermentation in a nutrient-specific manner. Moreover, this bacterium possesses a broad repertoire of glycosyl hydrolases, together with putative peptidases and sulfatases, to cleave O-glycosylated mucin. Of them, putative mucin-degrading enzymes (Amuc_1220, Amuc_1120, Amuc_0052, Amuc_0480, and Amuc_0060) are highly abundant in the mucin-supplemented media. Furthermore, A. muciniphila uses mucin-derived monosaccharides as sources of energy and cell wall biogenesis. Our dataset provides nutrient-dependent global proteomes of A. muciniphila ATCC BAA-835 to offer insights into its metabolic functions that shape the composition of the human gut microbiota via mucin degradation. This article is protected by copyright. All rights reserved.","A. muciniphila is a prominent mucin-degrading bacterium that acts as a keystone species in regulating the human gut microbiota as discussed by the authors, however, a high-resolution database of its functional proteins remains scarce."
"Mucin glycans drive oral microbial community composition and function","https://scispace.com/paper/mucin-glycans-drive-oral-microbial-community-composition-and-2axmgaqv","2023","Journal Article","npj biofilms and microbiomes","Chloe M. Wu
Kelsey M. Wheeler
Gerardo Cárcamo-Oyarce
Kazuhiro Aoki
Abigail E. McShane
Sujit S. Datta
Jessica L. Mark Welch
Michael Tiemeyer
Ann L. Griffen
Katharina Ribbeck","10.1038/s41522-023-00378-4","","Human microbiome composition is closely tied to health, but how the host manages its microbial inhabitants remains unclear. One important, but understudied, factor is the natural host environment: mucus, which contains gel-forming glycoproteins (mucins) that display hundreds of glycan structures with potential regulatory function. Leveraging a tractable culture-based system to study how mucins influence oral microbial communities, we found that mucin glycans enable the coexistence of diverse microbes, while resisting disease-associated compositional shifts. Mucins from tissues with unique glycosylation differentially tuned microbial composition, as did isolated mucin glycan libraries, uncovering the importance of specific glycan patterns in microbiome modulation. We found that mucins shape microbial communities in several ways: serving as nutrients to support metabolic diversity, organizing spatial structure through reduced aggregation, and possibly limiting antagonism between competing taxa. Overall, this work identifies mucin glycans as a natural host mechanism and potential therapeutic intervention to maintain healthy microbial communities. ","In this article , a tractable culture-based system was used to study how mucins influence oral microbial communities, and they found that mucin glycans enable the coexistence of diverse microbes, while resisting disease-associated compositional shifts."
"Mucin-dependent transcriptional dynamics of <i>Akkermansia muciniphila</i> in co-culture with human colonic organoids","https://scispace.com/paper/mucin-dependent-transcriptional-dynamics-of-i-akkermansia-4l5pjoyz18e4","2025","Journal Article","Bioscience, Biotechnology, and Biochemistry","Motomichi Matsuzaki
Atsuki Imai
Kota Yanagisawa
Tsukasa Oda
Hideo Satsu
Nobuo Sasaki
Eiji Miyauchi","10.1093/bbb/zbaf121","","Abstract Akkermansia muciniphila, a mucin-degrading gut bacterium, contributes to intestinal homeostasis and metabolic disorders, yet its transcriptional response to human colonic mucin remains unclear. Here, we used human colonic organoids derived from either a healthy tissue (wild-type) or ATOH1-knockout lines lacking goblet cell differentiation. Co-culturing wild-type or ATOH1-knockout organoids with A. muciniphila followed by RNA-sequencing revealed distinct transcriptional profiles modulated by mucin availability, particularly affecting genes for growth and stress resistance. Notably, mucin degradation genes exhibited limited responses, contrasting with studies using porcine mucin, highlighting the specificity of human mucin interactions. Conversely, genes for mucin uptake and pili formation (e.g., Amuc_1100), which are crucial for host interaction, were upregulated with wild-type organoids. These results underscore the importance of using physiologically relevant human models. Our findings reveal A. muciniphila’s adaptive gene regulation in response to human mucin, offering insights into host-microbe interactions shaped by the mucosal environment. ","Akkermansia muciniphila's transcriptional response to human colonic mucin is revealed through co-culture with human colonic organoids, showing distinct profiles modulated by mucin availability, with implications for host-microbe interactions and mucosal environment."
"Characterization of plant polysaccharide- and mucin-fermenting anaerobic bacteria from human feces.","https://scispace.com/paper/characterization-of-plant-polysaccharide-and-mucin-2rs2p2sao9","1984","Journal Article","Applied and Environmental Microbiology","C E Bayliss
A P Houston","10.1128/AEM.48.3.626-632.1984","","Organisms able to grow on arabinogalactan, pectin, xylan, wheat bran, guar, apple cell walls, and mucin were isolated by enrichment from human feces. The number of polysaccharide fermenters and the properties of the predominant bacteria varied between subjects. The ability to use one polysaccharide was not related to the ability to use others. Some organisms (e.g., Bacteroides spp.) isolated on other substrates also utilized mucin, but were not isolated in the mucin enrichment. The mucin fermenters isolated by enrichment had a very restricted ability to utilize complex polysaccharides and their constituent monosaccharides, suggesting that the presence of plant polysaccharides in the human colon is unlikely to prevent the use of colonic mucin as an energy source by bacteria. Characterization with a range of biochemical tests showed that many of the isolates, but especially the mucin fermenters, did not resemble organisms described previously.","The mucin fermenters isolated by enrichment had a very restricted ability to utilize complex polysaccharides and their constituent monosaccharides, suggesting that the presence of plant polysacCharides in the human colon is unlikely to prevent the use of colonic mucin as an energy source by bacteria."
"Mucin degradation in human colon ecosystems. Evidence for the existence and role of bacterial subpopulations producing glycosidases as extracellular enzymes.","https://scispace.com/paper/mucin-degradation-in-human-colon-ecosystems-evidence-for-the-uvck9x0xhw","1981","Journal Article","Journal of Clinical Investigation","Lansing C. Hoskins
Erwin T. Boulding","10.1172/JCI110009","","Recent work indicates that subpopulations of human fecal bacteria, averaging approximately 1% of the total viable fecal flora, degrade the oligosaccharide side chains of hog gastric mucin, which structurally resembles human epithelial mucins. Here we report studies to determine whether degradation of mucin oligosaccharides is related to glycosidase production by bacteria growing in anaerobic fecal cultures. Triplicate cultures containing hog gastric mucin were inoculated with serially diluted feces from each of seven healthy subjects. When the stationary growth phase was attained, mucin oligosaccharide degradation and both cell-bound and extracellular activities of four glycosidases were measured in each culture. Cell-bound beta-d-galactosidase, beta-N-acetylglucosaminidase, and sialidase were present in bacteria growing at all levels of fecal inocula, including 10(-11) g. In contrast, extracellular activities were present in every culture inoculated with 10(-4)-10(-7) g feces, but were diminished or absent in cultures inoculated with 10(-8)-10(-11) g feces. Bacterial autolysis was an unlikely cause of extracellular glycosidase activity, since p-nitrophenyl-alpha-l-fucosidase remained cell bound in cultures at every level of fecal inoculum. Degradation of mucin oligosaccharides was associated with extracellular, but not with cell-bound beta-d-galactosidase, beta-N-acetylglucosaminidase, and sialidase. Among the seven subjects, the estimated most probable numbers (MPN) of fecal bacteria producing extracellular beta-d-galactosidase, beta-N-acetylglucosaminidase, and sialidase ranged from 10(6)-10(10)/g dry fecal wt, were comparable to the MPN of mucin-degrading bacteria, and were significantly smaller than the MPN of total fecal bacteria. We interpret these findings as evidence for the existence of bacterial subpopulations in the normal fecal flora that produce extracellular glycosidases, and that these subpopulations have a major role in degrading the complex oligosaccharides of mucin in the gut lumen.","Findings are interpreted as evidence for the existence of bacterial subpopulations in the normal fecal flora that produce extracellular glycosidases, and that theseSubpopulations have a major role in degrading the complex oligosaccharides of mucin in the gut lumen."
"In vitro utilization of mucin by Bacteroides fragilis","https://scispace.com/paper/in-vitro-utilization-of-mucin-by-bacteroides-fragilis-3cidbejh7p","1982","Journal Article","Applied and Environmental Microbiology","Anthony M. Roberton
Roger Stanley","10.1128/AEM.43.2.325-330.1982","","A method for isolating pig colon mucin in a soluble high-molecular-weight form, suitable for addition to bacterial growth media, is described. This preparation was utilized as a sole carbohydrate energy source by two strains of Bacteroides fragilis. The extent of degradation was compared with that of commercial pig gastric mucin by the same strains. Gas-liquid chromatographic analysis of the mucin carbohydrates and gel chromatography of the preparations were carried out before and after in vitro degradation. The mucin carbohydrates were utilized only to a very limited extent, colon mucin being more resistant to degradation than gastric mucin. Both mucins chromatographed at or near the excluded volume on Sepharose 4B, and only in the case of ATCC 25285 grown on gastric mucin was a significant degradation peak detected. If mucins are degraded in vivo by the sequential action of several bacteria, a pure culture in vitro might be expected to degrade mucins to a limited extent only. Techniques previously used to examine mucin utilization by pure cultures may have overlooked limited mucin degradation demonstrated by the methods used in this work.","A method for isolating pig colon mucin in a soluble high-molecular-weight form, suitable for addition to bacterial growth media, is described, and limited mucin degradation is demonstrated."
"Production of mucin degrading sulphatase and glycosidases by Bacteroides thetaiotaomicron","https://scispace.com/paper/production-of-mucin-degrading-sulphatase-and-glycosidases-by-21f98vnzz4","1991","Journal Article","Letters in Applied Microbiology","H.H. Tsai
C. A. Hart
J.M. Rhodes","10.1111/J.1472-765X.1991.TB00580.X","","Bacteroides thetaiotaomicron NCTC 10582 grown in media containing pig gastric mucin was found to be capable of producing all the glycosidases required to degrade the carbohydrate moieties of human colonic mucin. These are α-fucosidase, β-galactosidase, α-N-acetylgalactosaminidase, β-N-acetylglucosaminidase and neuraminidase. Moreover, a novel glycosulphatase was identified using glucose-6-sulphate as substrate. This enzyme has a Km of 43·4 mmol/l and a pH optimum of 5·0. The bacteria, when cultured for 24 h in broth, were capable of removing 18% of [35S]-sulphate from [35S]-labelled mucin and of removing 15% of [3H]-glucosamine from [3H]-glucosamine-labelled human colonic mucin. The results suggest that this bacterium is likely to play an important role in mucus degradation in the human colon.","The results suggest that the Bacteroides thetaiotaomicron NCTC 10582 is likely to play an important role in mucus degradation in the human colon."
"Formation of glycoprotein degrading enzymes by Bacteroides fragilis.","https://scispace.com/paper/formation-of-glycoprotein-degrading-enzymes-by-bacteroides-45cjj1djp4","1991","Journal Article","Fems Microbiology Letters","George T. Macfarlane
Glenn R. Gibson","10.1016/0378-1097(91)90567-T","","Bacteroides fragilis NCDO 2217 produced a wide range of cell-associated hydrolytic enzymes (neuraminidase, alpha-fucosidase, alpha-N-acetylgalactosaminidase, beta-galactosidase, beta-N-acetylglucosaminidase) that could potentially degrade the carbohydrate moieties of mucin, a complex glycoprotein. The type of substrate used for growth markedly influenced their formation in batch cultures. Synthesis of neuraminidase, alpha-fucosidase, alpha-N-acetylgalactosaminidase and to a lesser extent, beta-N-acetylglucosaminidase, was inversely related to growth rate in continuous cultures (D = 0.03 h-1-0.23 h-1) in which porcine gastric mucin provided the sole source of carbon and nitrogen.","Synthesis of neuraminidase, alpha-fucosidase and to a lesser extent, beta-N-acetylglucosamidase was inversely related to growth rate in continuous cultures in which porcine gastric mucin provided the sole source of carbon and nitrogen."
"Prevotella enzymes involved in mucin oligosaccharide degradation and evidence for a small operon of genes expressed during growth on mucin","https://scispace.com/paper/prevotella-enzymes-involved-in-mucin-oligosaccharide-1mkdgc6rgs","2000","Journal Article","Fems Microbiology Letters","Damian P. Wright
Douglas Rosendale
Anthony M. Roberton","10.1111/J.1574-6968.2000.TB09265.X","","Mucin desulfation is believed to be a rate-limiting step in mucin degradation by colon bacteria. The activities of enzymes hydrolysing nine linkages found in mucin oligosaccharide chains were measured using model substrates, in extracts of two mucin-degrading bacteria, Prevotella strain RS2 and Bacteroides fragilis. Sulfatases desulfating N-acetylglucosamine-6-sulfate, galactose-6-sulfate and galactose-3-sulfate were found. The genomic DNA downstream from the gene encoding the mucin-desulfating sulfatase (N-acetylglucosamine-6-sulfatase) in Prevotella was sequenced, and two putative genes identified which are likely to be coexpressed with this sulfatase, though their activities are unknown. Northern and Western analyses showed that expression of this short operon of three genes is increased during growth on mucin.","Northern and Western analyses showed that expression of this short operon of three genes is increased during growth on mucin, and two putative genes identified which are likely to be coexpressed with this sulfatase, though their activities are unknown."
"Mucin Degradation by Bifidobacterium Strains Isolated from the Human Intestinal Microbiota","https://scispace.com/paper/mucin-degradation-by-bifidobacterium-strains-isolated-from-1x3it2xoqn","2008","Journal Article","Applied and Environmental Microbiology","Patricia Ruas-Madiedo
Miguel Gueimonde
María Fernández-García
Clara G. de los Reyes-Gavilán
Abelardo Margolles","10.1128/AEM.02509-07","","The presence of the genes engBF (endo-α-N-acetylgalactosaminidase) and afcA (1,2-α-l-fucosidase) was detected in several intestinal Bifidobacterium isolates. Two strains of Bifidobacterium bifidum contained both genes, and they were able to degrade high-molecular weight porcine mucin in vitro. The expression of both genes was highly induced in the presence of mucin.","Two strains of Bifidobacterium bifidum contained both genes, and they were able to degrade high-molecular weight porcine mucin in vitro, and the expression of both genes was highly induced in the presence of mucin."
"Influence of mucin on glycosidase, protease and arylamidase activities of human gut bacteria grown in a 3-stage continuous culture system","https://scispace.com/paper/influence-of-mucin-on-glycosidase-protease-and-arylamidase-52jbwyi0vf","1989","Journal Article","Journal of Applied Microbiology","George T. Macfarlane
S. Hay
Glenn R. Gibson","10.1111/J.1365-2672.1989.TB05110.X","","Human intestinal bacteria were grown in a 3-stage continuous culture system on a medium containing complex polysaccharides and proteins as carbon and nitrogen sources. Selected bacterial populations were enumerated and glycosidase, protease and arylamidase activities measured. Comparison of arylamidase and glycosidase activities in the multichamber system (MCS) and faeces showed that the predominant faecal enzymes were also produced by bacteria growing in the MCS. After 48 d operation, porcine gastric mucin (5.8 g/d) was independently fed to vessel 1. Elevated levels of volatile fatty acid (VFA) formation showed that the glycoprotein was actively fermented. The increase in carbohydrate availability as a result of breakdown of the mucin oligosaccharides stimulated bacterial growth and activities. The enzymological measurements showed that mucin increased production of both cell-bound and extracellular glycosidases, such as beta-galactosidase, alpha-glucosidase and N-acetyl-beta-glucosaminidase. Protease activities were profoundly influenced by mucin. These were largely cell-bound in non-mucin cultures but were predominantly extracellular and collagenolytic when mucin was present. Experiments with protease inhibitors showed that cysteine proteases were the major cell-bound and extracellular enzymes in both mucin and non-mucin cultures, but that serine and metalloproteases were also present. The effect of mucin on arylamidase formation was less marked, although there was increased production of these enzymes in vessels 1 and 2 of the MCS. These results suggest that host-produced substances such as mucin glycoprotein may play a role in modulating the growth and activity of bacteria growing in the human large intestine.","The results suggest that host-produced substances such as mucin glycoprotein may play a role in modulating the growth and activity of bacteria growing in the human large intestine."
"Colonization of Mucin by Human Intestinal Bacteria and Establishment of Biofilm Communities in a Two-Stage Continuous Culture System","https://scispace.com/paper/colonization-of-mucin-by-human-intestinal-bacteria-and-2vfnozhae7","2005","Journal Article","Applied and Environmental Microbiology","Sandra Macfarlane
Emma J. Woodmansey
George T. Macfarlane","10.1128/AEM.71.11.7483-7492.2005","","The human large intestine is covered with a protective mucus coating, which is heavily colonized by complex bacterial populations that are distinct from those in the gut lumen. Little is known of the composition and metabolic activities of these biofilms, although they are likely to play an important role in mucus breakdown. The aims of this study were to determine how intestinal bacteria colonize mucus and to study physiologic and enzymatic factors involved in the destruction of this glycoprotein. Colonization of mucin gels by fecal bacteria was studied in vitro, using a two-stage continuous culture system, simulating conditions of nutrient availability and limitation characteristic of the proximal (vessel 1) and distal (vessel 2) colon. The establishment of bacterial communities in mucin gels was investigated by selective culture methods, scanning electron microscopy, and confocal laser scanning microscopy, in association with fluorescently labeled 16S rRNA oligonucleotide probes. Gel samples were also taken for analysis of mucin-degrading enzymes and measurements of residual mucin sugars. Mucin gels were rapidly colonized by heterogeneous bacterial populations, especially members of the Bacteroides fragilis group, enterobacteria, and clostridia. Intestinal bacterial populations growing on mucin surfaces were shown to be phylogenetically and metabolically distinct from their planktonic counterparts.","Mucin gels were rapidly colonized by heterogeneous bacterial populations, especially members of the Bacteroides fragilis group, enterobacteria, and clostridia, which were shown to be phylogenetically and metabolically distinct from their planktonic counterparts."
"Mucin as a Functional Niche Is a More Important Driver of In Vitro Gut Microbiota Composition and Functionality than Akkermansia muciniphila Supplementation","https://scispace.com/paper/mucin-as-a-functional-niche-is-a-more-important-driver-of-in-35juzvz4sa","2021","Journal Article","Applied and Environmental Microbiology","Florence Van Herreweghen
Kim De Paepe
Massimo Marzorati
Tom Van de Wiele","10.1128/AEM.02647-20","","Akkermansia muciniphila is an abundantly present commensal mucin-degrading gut bacterium (1 to 4%) that is widely distributed among healthy individuals. It has been positioned as a health biomarker and is currently being explored as a biotherapeutic agent and next-generation probiotic. Preliminary and ongoing research is mostly based on in vivo mouse models and human intervention trials. While these allow the assessment of physiologically relevant endpoints, the analysis of fecal samples presents limitations with respect to the in-depth mechanistic characterization of Akkermansia′s effects at the level of the microbiome. We aimed to evaluate the effect of A. muciniphila treatment on the endogenous community from four different donors in a validated, controlled in vitro model of the gut microbial ecosystem (SHIME). Taking into account the nutritional specificity of A. muciniphila and the prebiotic-like action of mucins in the colon environment, the interplay between mucin, A. muciniphila, and the endogenous community was investigated. The effects on the microbial community composition and functionality of A. muciniphila supplementation without mucin were limited, whereas mucin addition successfully induced compositional and metabolic changes in the gut microbiota. Indeed, mucin addition resulted in significantly higher acetate, propionate, and butyrate production for all four donors and the increase of several bacteria, including A. muciniphila, Ruminococcus, Clostridium cluster XIVa, and Lachnospiraceae. This study revealed that the supplementation of A. muciniphila together with mucin limited the observed prebiotic-like effect of mucin in inducing compositional changes. IMPORTANCE Research into the identification of biomarkers for gut health and ways to modulate the microbiota composition and activity to improve health has put Akkermansia muciniphila in the spotlight. As a mucin degrader, A. muciniphila colonizes the interesting but not fully described host-glycan degradation niche. Much research concerning A. muciniphila has been done, but little is known about its behavior in the complex microbial ecosystem in the colon, the potential of mucins to influence A. muciniphila behavior, and the impact of its probiotic administration on the microbial ecosystem. This study aimed at investigating the impact of A. muciniphila administration on the endogenous community while also taking into account its nutritional specificity. As such, the effect of A. muciniphila administration was investigated with and without addition of mucin. This allowed us to elucidate the importance of the presence of mucin to modulate the efficiency of probiotic supplementation with A. muciniphila.","It is revealed that the supplementation of A. muciniphila together with mucin limited the observed prebiotic-like effect of mucin in inducing compositional changes in the gut microbiota."
"In vitro colonisation of the distal colon by Akkermansia muciniphila is largely mucin and pH dependent","https://scispace.com/paper/in-vitro-colonisation-of-the-distal-colon-by-akkermansia-59ubsh3hfp","2017","Journal Article","Beneficial Microbes","van F. Herreweghen
van den P. Abbeele
de T. Mulder
de R. Weirdt
Annelies Geirnaert
Emma Hernandez-Sanabria
Ramiro Vilchez-Vargas
Ruy Jauregui
Dietmar H. Pieper
Clara Belzer
de Willem Vos
van de T. Wiele","10.3920/BM2016.0013","","Host mucin is the main constituent of the mucus layer that covers the gut epithelium of the host, and an important source of glycans for the bacteria colonising the intestine. Akkermansia muciniphila is a mucin-degrading bacterium, abundant in the human gut, that is able to produce acetate and propionate during this degradation process. A. muciniphila has been correlated with human health in previous studies, but a mechanistic explanation is lacking. In this study, the main site of colonisation was characterised alongside additional conditions, such as differences in colon pH, prebiotic supplementation and variable mucin supply. To overcome the limitations of in vivo studies concerning variations in mucin availability and difficult access to proximal regions of the colon, a dynamic in vitro gut model (SHIME) was used. In this model, A. muciniphila was found to colonise the distal colon compartment more abundantly than the proximal colon ((±8 log copies/ml compared to ±4 log copies/ml) and the preference for the distal compartment was found to be pH-dependent. The addition of mucin caused a specific increase of A. muciniphila (±4.5 log increase over two days), far exceeding the response of other bacteria present, together with an increase in propionate. These findings suggest that colonisation and mucin degradation by A. muciniphila is dependent on pH and the concentration of mucin. Our results revealed the preference of A. muciniphila for the distal colon environment due to its higher pH and uncovered the quick and stable response of A. muciniphila to mucin supplementation.","It is suggested that colonisation and mucin degradation by A. muciniphila is dependent on pH and the concentration of mucin, and the preference for the distal compartment was found to be pH-dependent."
"Genome-Scale Model and Omics Analysis of Metabolic Capacities of Akkermansia muciniphila Reveal a Preferential Mucin-Degrading Lifestyle.","https://scispace.com/paper/genome-scale-model-and-omics-analysis-of-metabolic-4k0rubtlg5","2017","Journal Article","Applied and Environmental Microbiology","Noora Ottman
Mark Davids
Maria Suarez-Diez
Sjef Boeren
Peter J. Schaap
Vitor A. P. Martins dos Santos
Hauke Smidt
Clara Belzer
Willem M. de Vos","10.1128/AEM.01014-17","","The composition and activity of the microbiota in the human gastrointestinal tract are primarily shaped by nutrients derived from either food or the host. Bacteria colonizing the mucus layer have evolved to use mucin as a carbon and energy source. One of the members of the mucosa-associated microbiota is Akkermansia muciniphila, which is capable of producing an extensive repertoire of mucin-degrading enzymes. To further study the substrate utilization abilities of A. muciniphila, we constructed a genome-scale metabolic model to test amino acid auxotrophy, vitamin biosynthesis, and sugar-degrading capacities. The model-supported predictions were validated by in vitro experiments, which showed A. muciniphila to be able to utilize the mucin-derived monosaccharides fucose, galactose, and N-acetylglucosamine. Growth was also observed on N-acetylgalactosamine, even though the metabolic model did not predict this. The uptake of these sugars, as well as the nonmucin sugar glucose, was enhanced in the presence of mucin, indicating that additional mucin-derived components are needed for optimal growth. An analysis of whole-transcriptome sequencing (RNA-Seq) comparing the gene expression of A. muciniphila grown on mucin with that of the same bacterium grown on glucose confirmed the activity of the genes involved in mucin degradation and revealed most of these to be upregulated in the presence of mucin. The transcriptional response was confirmed by a proteome analysis, altogether revealing a hierarchy in the use of sugars and reflecting the adaptation of A. muciniphila to the mucosal environment. In conclusion, these findings provide molecular insights into the lifestyle of A. muciniphila and further confirm its role as a mucin specialist in the gut.IMPORTANCEAkkermansia muciniphila is among the most abundant mucosal bacteria in humans and in a wide range of other animals. Recently, A. muciniphila has attracted considerable attention because of its capacity to protect against diet-induced obesity in mouse models. However, the physiology of A. muciniphila has not been studied in detail. Hence, we constructed a genome-scale model and describe its validation by transcriptomic and proteomic approaches on bacterial cells grown on mucus and glucose, a nonmucus sugar. The results provide detailed molecular insight into the mucus-degrading lifestyle of A. muciniphila and further confirm the role of this mucin specialist in producing propionate and acetate under conditions of the intestinal tract.","A genome-scale metabolic model is constructed and its validation by transcriptomic and proteomic approaches on bacterial cells grown on mucus and glucose, a nonmucus sugar provides detailed molecular insight into the mucus-degrading lifestyle of A. muciniphila and confirms its role as a mucin specialist in the gut."
"Skate-Skin Mucin, Rich in Sulfated Sugars and Threonine, Promotes Proliferation of Akkermansia muciniphila in Feeding Tests in Rats and In Vitro Fermentation Using Human Feces.","https://scispace.com/paper/skate-skin-mucin-rich-in-sulfated-sugars-and-threonine-1pgyr2yc","2022","Journal Article","Bioscience, Biotechnology, and Biochemistry","Takaaki Miyata
Takayasu Mizushima
Nobuyuki Miyamoto
Takahiro G. Yamada
Koji Hase
Michihiro Fukushima
Naomichi Nishimura
Shingo Hino
Tatsuya Morita","10.1093/bbb/zbac003","","Dietary factors, affect Akkermansia muciniphila (AM) abundance in the colon, have attracted attention, driven by the inverse correlation between AM abundance and metabolic disorders. We prepared skate-skin mucin (SM), porcine stomach mucin (PM), and rat gastrointestinal mucin (RM). SM contained more sulfated sugars and threonine than PM or RM. Rats were fed a control diet or diets including SM, PM, or RM (15 g/kg), or SM (12 g/kg) from five different threonine contents for 14 d. Cecal total bacteria and AM were less and more numerous, respectively, in SM-fed rats than the others, but SM did not affect microbial species-richness. Low-threonine SM did not induce AM proliferation. The in vitro fermentation with human feces showed that the rate of AM increase was greater with SM than PM. Collectively, heavy SM sulfation facilitates a priority supply of SM-derived amino sugars and threonine that promotes AM proliferation in rats and human feces.","Collectively, heavy SM sulfation facilitates a priority supply of SM-derived amino sugars and threonine that promotes AM proliferation in rats and human feces."
