"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Identification of mucin degraders of the human gut microbiota","https://scispace.com/paper/identification-of-mucin-degraders-of-the-human-gut-2p579dwmmf","2021","Journal Article","Scientific Reports","Stefano Raimondi
Eliana Musmeci
Francesco Candeliere
Alberto Amaretti
Maddalena Rossi","10.1038/S41598-021-90553-4","","Mucins are large glycoproteins consisting of approximately 80% of hetero-oligosaccharides. Gut mucin degraders of healthy subjects were investigated, through a culture dependent and independent approach. The faeces of five healthy adults were subjected to three steps of anaerobic enrichment in a medium with sole mucins as carbon and nitrogen sources. The bacterial community was compared before and after the enrichment by 16S rRNA gene profiling. Bacteria capable of fermenting sugars, such as Anaerotruncus, Holdemania, and Enterococcaceae likely took advantage of the carbohydrate chains. Escherichia coli and Enterobacteriaceae, Peptococcales, the Coriobacteriale Eggerthella, and a variety of Clostridia such as Oscillospiraceae, Anaerotruncus, and Lachnoclostridium, significantly increased and likely participated to the degradation of the protein backbone of mucin. The affinity of E. coli and Enterobacteriaceae for mucin may facilitate the access to the gut mucosa, promoting gut barrier damage and triggering systemic inflammatory responses. Only three species of strict anaerobes able to grow on mucin were isolated from the enrichments of five different microbiota: Clostridium disporicum, Clostridium tertium, and Paraclostridium benzoelyticum. The limited number of species isolated confirms that in the gut the degradation of these glycoproteins results from cooperation and cross-feeding among several species exhibiting different metabolic capabilities.","In this paper, Gut mucin degraders of healthy subjects were investigated, through a culture dependent and independent approach, through three steps of anaerobic enrichment in a medium with sole mucins as carbon and nitrogen sources."
"Home sweet home : Mucin glycan-driven interactions in synthetic communities of human gut microbes","https://scispace.com/paper/home-sweet-home-mucin-glycan-driven-interactions-in-d67ckc829jdv","2025","Journal Article","","Maryse D Berkhout","10.18174/681239","","A specialised microbial community inhabits the human gut mucus layer. Some of these mucosal residents thrive on mucin glycoproteins that make up this layer. Mucin glycan degraders release mono- and oligosaccharides, and produce metabolites and gases that can be used by other inhabitants of the mucus layer through cross-feeding. In this thesis, I studied the collective mucin glycan degradation by a network of interacting microbes. To do that, I created a microbial mucin-degrading synthetic community (MDSC) and studied its composition and function during growth on mucin. This revealed that all mucin glycan degraders could co-exist, and that they could sustain butyrate-producing and hydrogen-consuming organisms. I show that a large number of diverse glycan-degrading enzymes encoded by different bacteria is involved in mucin glycan degradation. Throughout this thesis, specialist mucin glycan degrader Akkermansia muciniphila played a central role. When present from the start in a synthetic community growing on mucin, it was the dominant organism. Even when it was added after stabilisation of the synthetic community, to simulate probiotic treatment, A. muciniphila was able to colonise and persist. Furthermore, in a synthetic community that was designed to model the developing infant gut microbiota, the mucin specificity of A. muciniphila was again confirmed, as it only grew in the presence of mucin and not with any of the other substrates. A comparison of A. muciniphila to fellow specialist mucin glycan degrader Ruminococcus torques and glycan generalist Bacteroides thetaiotaomicron revealed that each mucin glycan degrader has distinct preferences for specific mucin glycan structures. Consequently, growing the synthetic community on different mucin types affected community composition and function. This thesis demonstrates the utility of synthetic communities for microbial ecophysiological research, and contributes another piece to the puzzle of the ecological interactions that occur between the microbes that call the mucus layer their home. ","This study investigates mucin glycan degradation in synthetic communities of human gut microbes, revealing coexistence of mucin degraders and cross-feeding with other microbes, with Akkermansia muciniphila playing a central role in mucin specificity and community composition."
"Various adherent-invasive e. coli (aiec) and non-aiec strains isolated from crohn’s disease patients grow differently with ruminococcus gnavus pre-digested mucus and r. gnavus-released pre-digested ileal and colonic mucus monosaccharides","https://scispace.com/paper/various-adherent-invasive-e-coli-aiec-and-non-aiec-strains-2r4644tiyk","2024","Journal Article","Gastroenterology","Saori Kashiwagi
Belgin Dogan
Sebastian Perez-Orozco
Biswa Choudhury
Simon Gray
Sebastian Winter
Kenneth W. Simpson
R. Balfour Sartor","10.1053/j.gastro.2023.11.204","","Mucus-digesting Ruminococcus gnavus (R. gnavus), adherent-invasive E. coli (AIEC), and hydrogen sulfide (H2S) are enriched in active Crohn's disease (CD) patients compared to healthy subjects. Dual colonization of R. gnavus and E. coli LF82 in ex-germ-free mice enhanced distal colitis and H2S production in cecal contents. R. gnavus pre-digestion of mucus enhanced the ileal CD isolate AIEC LF82 growth and H2S production in vitro. H2S enhanced LF82 adhesion and invasion both in vitro and in vivo along with related LF82 adhesion gene expression and Caco-2 cell expression of CEACAM6, a receptor for AIEC ligand FimH. ","R. gnavus pre-digestion of mucus enhances AIEC growth and H2S production, which promotes adhesion and invasion."
"A refined palate: bacterial consumption of host glycans in the gut.","https://scispace.com/paper/a-refined-palate-bacterial-consumption-of-host-glycans-in-4rcrn06gb9","2013","Journal Article","Glycobiology","Angela Marcobal
Audrey Southwick
Kristen A. Earle
Justin L. Sonnenburg","10.1093/GLYCOB/CWT040","","The human intestine houses a dense microbial ecosystem in which the struggle for nutrients creates a continual and dynamic selective force. Host-produced mucus glycans provide a ubiquitous source of carbon and energy for microbial species. Not surprisingly, many gut resident bacteria have become highly adapted to efficiently consume numerous distinct structures present in host glycans. We propose that sophistication in mucus consumption is a trait most likely to be found in gut residents that have co-evolved with hosts, microbes that have adapted to the complexity associated with the host glycan landscape.","It is proposed that sophistication in mucus consumption is a trait most likely to be found in gut residents that have co-evolved with hosts, microbes that have adapted to the complexity associated with the host glycan landscape."
"Mucin foraging enables Akkermansia muciniphila to compete against other microbes in the gut and to modulate host sterol biosynthesis","https://scispace.com/paper/mucin-foraging-enables-akkermansia-muciniphila-to-compete-cnt9hj4i","2022","Posted Content","","","10.21203/rs.3.rs-1475049/v1","","Abstract Akkermansia muciniphila, a prominent member of the gastrointestinal tract (GI) microbiota, uses mucins as a sole source of carbon and nitrogen. A. muciniphila is considered a next-generation probiotic because its abundance in humans positively correlates with protection from metabolic syndrome and obesity. However, A. muciniphila is intractable to genetic analysis and thus the molecular mechanisms underlying the metabolism of mucin, its colonization of the GI tract, and its impact on host physiology are poorly understood. Here, we developed and applied transposon mutagenesis to identify A. muciniphila factors important for the use of mucin and determined that mucin degradation products accumulate in internal compartments through a process that requires pili and a periplasmic protein complex. We further determined that the degradation of mucin and related proteoglycans is important for colonization of the GI by A. muciniphila but only in the context of competing microbes. In germ free mice, mucin use by A. muciniphila repressed the expression of host genes required for mevalonate and cholesterol biosynthesis in the colon, providing a molecular link between A. muciniphila metabolism of mucins, the regulation of lipid homeostasis and potential probiotic activities. ","In this article , transposon mutagenesis was used to identify Akkermansia muciniphila factors important for the use of mucin and determined that mucin degradation products accumulate in internal compartments through a process that requires pili and a periplasmic protein complex."
"Characterization of plant polysaccharide- and mucin-fermenting anaerobic bacteria from human feces.","https://scispace.com/paper/characterization-of-plant-polysaccharide-and-mucin-2rs2p2sao9","1984","Journal Article","Applied and Environmental Microbiology","C E Bayliss
A P Houston","10.1128/AEM.48.3.626-632.1984","","Organisms able to grow on arabinogalactan, pectin, xylan, wheat bran, guar, apple cell walls, and mucin were isolated by enrichment from human feces. The number of polysaccharide fermenters and the properties of the predominant bacteria varied between subjects. The ability to use one polysaccharide was not related to the ability to use others. Some organisms (e.g., Bacteroides spp.) isolated on other substrates also utilized mucin, but were not isolated in the mucin enrichment. The mucin fermenters isolated by enrichment had a very restricted ability to utilize complex polysaccharides and their constituent monosaccharides, suggesting that the presence of plant polysaccharides in the human colon is unlikely to prevent the use of colonic mucin as an energy source by bacteria. Characterization with a range of biochemical tests showed that many of the isolates, but especially the mucin fermenters, did not resemble organisms described previously.","The mucin fermenters isolated by enrichment had a very restricted ability to utilize complex polysaccharides and their constituent monosaccharides, suggesting that the presence of plant polysacCharides in the human colon is unlikely to prevent the use of colonic mucin as an energy source by bacteria."
"The role of the mucin-glycan foraging Ruminococcus gnavus in the communication between the gut and the brain","https://scispace.com/paper/the-role-of-the-mucin-glycan-foraging-ruminococcus-gnavus-in-3ue4968e","2022","Journal Article","Gut microbes","Erika Coletto
Dimitrios Latousakis
Matthew G. Pontifex
Emmanuelle H. Crost
Laura Vaux
Estella Perez Santamarina
Andrew J. Goldson
Arlaine Brion
Mohammad K. Hajihosseini
David Vauzour
George M. Savva
Nathalie Juge","10.1080/19490976.2022.2073784","","ABSTRACT Ruminococcus gnavus is a prevalent member of the human gut microbiota, which is over-represented in inflammatory bowel disease and neurological disorders. We previously showed that the ability of R. gnavus to forage on mucins is strain-dependent and associated with sialic acid metabolism. Here, we showed that mice monocolonized with R. gnavus ATCC 29149 (Rg-mice) display changes in major sialic acid derivatives in their cecum content, blood, and brain, which is accompanied by a significant decrease in the percentage of sialylated residues in intestinal mucins relative to germ-free (GF) mice. Changes in metabolites associated with brain function such as tryptamine, indolacetate, and trimethylamine N-oxide were also detected in the cecal content of Rg-mice when compared to GF mice. Next, we investigated the effect of R. gnavus monocolonization on hippocampus cell proliferation and behavior. We observed a significant decrease of PSA-NCAM immunoreactive granule cells in the dentate gyrus (DG) of Rg-mice as compared to GF mice and recruitment of phagocytic microglia in the vicinity. Behavioral assessments suggested an improvement of the spatial working memory in Rg-mice but no change in other cognitive functions. These results were also supported by a significant upregulation of genes involved in proliferation and neuroplasticity. Collectively, these data provide first insights into how R. gnavus metabolites may influence brain regulation and function through modulation of granule cell development and synaptic plasticity in the adult hippocampus. This work has implications for further understanding the mechanisms underpinning the role of R. gnavus in neurological disorders.","It is shown that mice monocolonized with R. gnavus ATCC 29149 (Rg-mice) display changes in major sialic acid derivatives in their cecum content, blood, and brain, which is accompanied by a significant decrease in the percentage of sialylated residues in intestinal mucins relative to germ-free mice."
"Comparative genomic analysis of the human gut microbiome reveals a broad distribution of metabolic pathways for the degradation of host-synthetized mucin glycans","https://scispace.com/paper/comparative-genomic-analysis-of-the-human-gut-microbiome-2tt1cndnyx","2017","Posted Content","arXiv: Genomics","Dmitry A. Ravcheev
Ines Thiele","","","The colonic mucus layer is a dynamic and complex structure formed by secreted and transmembrane mucins, which are high-molecular-weight and heavily glycosylated proteins. Colonic mucus consists of a loose outer layer and a dense epithelium-attached layer. The outer layer is inhabited by various representatives of the human gut microbiota (HGM). Glycans of the colonic mucus can be used by the HGM as a source of carbon and energy when dietary fibers are not sufficiently available. Here, we analyzed 397 individual HGM genomes to identify pathways for the cleavage of host-synthetized mucin glycans to monosaccharides as well as for the catabolism of the derived monosaccharides. Our key results are as follows: (i) Genes for the cleavage of mucin glycans were found in 86% of the analyzed genomes, whereas genes for the catabolism of derived monosaccharides were found in 89% of the analyzed genomes. (ii) Comparative genomic analysis identified four alternative forms of the monosaccharide-catabolizing enzymes and four alternative forms of monosaccharide transporters. (iii) Eighty-five percent of the analyzed genomes may be involved in exchange pathways for the monosaccharides derived from cleaved mucin glycans. (iv) The analyzed genomes demonstrated different abilities to degrade known mucin glycans. Generally, the ability to degrade at least one type of mucin glycan was predicted for 81% of the analyzed genomes. (v) Eighty-two percent of the analyzed genomes can form mutualistic pairs that are able to degrade mucin glycans and are not degradable by any of the paired organisms alone. Taken together, these findings provide further insight into the inter-microbial communications of the HGM as well as into host-HGM interactions.","Findings provide further insight into the inter-microbial communications of the HGM as well as into host-HGM interactions."
"A single sulfatase is required to access colonic mucin by a gut bacterium","https://scispace.com/paper/a-single-sulfatase-is-required-to-access-colonic-mucin-by-a-13bw3awazl","2021","Journal Article","Nature","Ana S. Luis
Ana S. Luis
Chunsheng Jin
Gabriel V. Pereira
Robert W. P. Glowacki
Sadie R. Gugel
Shaleni Singh
Dominic P. Byrne
Nicholas A. Pudlo
James A. London
Arnaud Baslé
Mark Reihill
Stefan Oscarson
Patrick A. Eyers
Mirjam Czjzek
Gurvan Michel
Tristan Barbeyron
Edwin A. Yates
Gunnar C. Hansson
Niclas G. Karlsson
Alan Cartmell
Eric C. Martens","10.1038/S41586-021-03967-5","","Humans have co-evolved with a dense community of microbial symbionts that inhabit the lower intestine. In the colon, secreted mucus creates a barrier that separates these microorganisms from the intestinal epithelium1. Some gut bacteria are able to utilize mucin glycoproteins, the main mucus component, as a nutrient source. However, it remains unclear which bacterial enzymes initiate degradation of the complex O-glycans found in mucins. In the distal colon, these glycans are heavily sulfated, but specific sulfatases that are active on colonic mucins have not been identified. Here we show that sulfatases are essential to the utilization of distal colonic mucin O-glycans by the human gut symbiont Bacteroides thetaiotaomicron. We characterized the activity of 12 different sulfatases produced by this species, showing that they are collectively active on all known sulfate linkages in O-glycans. Crystal structures of three enzymes provide mechanistic insight into the molecular basis of substrate specificity. Unexpectedly, we found that a single sulfatase is essential for utilization of sulfated O-glycans in vitro and also has a major role in vivo. Our results provide insight into the mechanisms of mucin degradation by a prominent group of gut bacteria, an important process for both normal microbial gut colonization2 and diseases such as inflammatory bowel disease3. A single sulfatase produced by a bacterium found in the human colon is essential for degradation of sulfated O-glycans in secreted mucus.","In this paper, the authors show that sulfatases are essential to the utilization of distal colonic mucin O-glycans by the human gut symbiont Bacteroides thetaiotaomicron."
"Digestion of mucin polysaccharides in vitro by bacteria isolated from the rabbit cecum","https://scispace.com/paper/digestion-of-mucin-polysaccharides-in-vitro-by-bacteria-30g6i9pdyn","1986","Journal Article","Current Microbiology","Robert R. H. Hill","10.1007/BF01568414","","The chemical composition of mucin prepared from rabbit small intestines was compared with that of commercial pig gastric mucin. Changes in carbohydrate structure of both mucins after degradation by rabbit cecal bacteria were monitored with the periodic acid-Schiff's reaction (PAS), gas-liquid chromatography, and blood group serology. Out of 220 bacterial isolates from the rabbit cecal microflora, 37 were able to remove more than 25% of PAS-reactive mucin material from pig gastric mucin, which was more easily digested than the rabbit preparation.Bacteroides spp. were most active in mucin digestion, but nonmucinolytic cecal isolates could also use the oligosaccharides likely to be released by this activity.","Bacteroides spp."
