"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"A history of repeated antibiotic usage leads to microbiota-dependent mucus defects","https://scispace.com/paper/a-history-of-repeated-antibiotic-usage-leads-to-microbiota-237mld7jbr","2024","Journal Article","bioRxiv","Kertu Liis Krigul
Rachel H. Feeney
Supapit Wongkuna
Oliver Aasmets
Sandra M. Holmberg
Reidar Andreson
Fabiola Puértolas-Balint
Kateryna Pantiukh
Linda Sootak
Tõnis Org
Tanel Tenson
Elin Org
Bjoern O. Schroeder","10.1101/2024.03.07.583875","","Recent evidence indicates that repeated antibiotic usage lowers microbial diversity and lastingly changes the gut microbiota community. However, the physiological effects of repeated – but not recent – antibiotic usage on microbiota-mediated mucosal barrier function are largely unknown. By selecting human individuals from the deeply-phenotyped Estonian Microbiome Cohort (EstMB) we here utilised human-to-mouse faecal microbiota transplantation to explore long-term impacts of repeated antibiotic use on intestinal mucus function. While a healthy mucus layer protects the intestinal epithelium against infection and inflammation, using ex-vivo mucus function analyses of viable colonic tissue explants, we show that microbiota from humans with a history of repeated antibiotic use causes reduced mucus growth rate and increased mucus penetrability compared to healthy controls in the transplanted mice. Moreover, shotgun metagenomic sequencing identified a significantly altered microbiota composition in the antibiotic-shaped microbial community, with known mucus-utilising bacteria, including Akkermansia muciniphila and Bacteroides fragilis, dominating in the gut. The altered microbiota composition was further characterised by a distinct metabolite profile, which may be caused by differential mucus degradation capacity. Consequently, our findings suggest that long-term antibiotic use in humans results in an altered microbial community that has reduced capacity to maintain proper mucus function in the gut.","Repeated antibiotic usage leads to microbiota-dependent mucus defects, altering the gut microbiota composition and function."
"The Role of Human Gut Microbe Ruminococcus gnavus in Inflammatory Diseases","https://scispace.com/paper/the-role-of-human-gut-microbe-ruminococcus-gnavus-in-1eqayrxe0s","2023","Journal Article","","Sasmitra Kandasamy
Vengadesh Letchumanan
Kar-Wai Hong
Kah-Ooi Chua
Nurul Syakima Ab Mutalib
Alvin Lai Oon Ng
Long Chiau Ming
Hui Xuan Lim
Sivakumar Thurairajasingam
Jodi Woan-Fei Law
Loh Teng Hern Tan","10.36877/pmmb.a0000396","","Dysbiosis is a prominent factor in numerous inflammatory conditions, with Ruminococcus gnavus, a prevalent gut microbe, implicated in inflammatory bowel disease (IBD), irritable bowel syndrome (IBS), eczema, metabolic disorders, and rheumatic diseases. R. gnavus contributes to inflammation by producing an inflammatory polysaccharide and degrading mucin. The increasing evidence of elevated R. gnavus abundance in various inflammatory conditions suggests its potential as a therapeutic target. Despite this, there are limited studies on treatment strategies targeting R. gnavus. This article provides a comprehensive overview of the association between R. gnavus and diverse inflammatory conditions, highlighting the need for further research to explore effective treatment options against this bacterium.","The increasing evidence of elevated R. gnavus abundance in various inflammatory conditions suggests its potential as a therapeutic target, but there are limited studies on treatment strategies targeting R. gnavus."
"Mucin glycans drive oral microbial community composition and function","https://scispace.com/paper/mucin-glycans-drive-oral-microbial-community-composition-and-2axmgaqv","2023","Journal Article","npj biofilms and microbiomes","Chloe M. Wu
Kelsey M. Wheeler
Gerardo Cárcamo-Oyarce
Kazuhiro Aoki
Abigail E. McShane
Sujit S. Datta
Jessica L. Mark Welch
Michael Tiemeyer
Ann L. Griffen
Katharina Ribbeck","10.1038/s41522-023-00378-4","","Human microbiome composition is closely tied to health, but how the host manages its microbial inhabitants remains unclear. One important, but understudied, factor is the natural host environment: mucus, which contains gel-forming glycoproteins (mucins) that display hundreds of glycan structures with potential regulatory function. Leveraging a tractable culture-based system to study how mucins influence oral microbial communities, we found that mucin glycans enable the coexistence of diverse microbes, while resisting disease-associated compositional shifts. Mucins from tissues with unique glycosylation differentially tuned microbial composition, as did isolated mucin glycan libraries, uncovering the importance of specific glycan patterns in microbiome modulation. We found that mucins shape microbial communities in several ways: serving as nutrients to support metabolic diversity, organizing spatial structure through reduced aggregation, and possibly limiting antagonism between competing taxa. Overall, this work identifies mucin glycans as a natural host mechanism and potential therapeutic intervention to maintain healthy microbial communities. ","In this article , a tractable culture-based system was used to study how mucins influence oral microbial communities, and they found that mucin glycans enable the coexistence of diverse microbes, while resisting disease-associated compositional shifts."
"RUMINOCOCCUS GNAVUS 3β-HSDH LINKS MUCOSAL BIOFILMS AND BILE ACID MALABSORPTION","https://scispace.com/paper/ruminococcus-gnavus-3b-hsdh-links-mucosal-biofilms-and-bile-mmkehkyz","2022","Proceedings Article","","","10.1055/s-0042-1755750","","Background Recently we discovered endoscopically visible mucosal biofilms (BF) in IBS (Gastroenterology, 2021) with increased fecal excretion of primary BA. Here we hypothesize that R. gnavus alters BA metabolism by inversion of the C3-hydroxyl-stereocenter via 3β-hydroxysteroid-dehydrogenase (HSDH). ","In this paper , the authors hypothesize that R. gnavus alters BA metabolism by inversion of the C3-hydroxyl-stereocenter via 3β-hydroxysteroid-dehydrogenase (HSDH)."
"In vitro colonisation of the distal colon by Akkermansia muciniphila is largely mucin and pH dependent","https://scispace.com/paper/in-vitro-colonisation-of-the-distal-colon-by-akkermansia-59ubsh3hfp","2017","Journal Article","Beneficial Microbes","van F. Herreweghen
van den P. Abbeele
de T. Mulder
de R. Weirdt
Annelies Geirnaert
Emma Hernandez-Sanabria
Ramiro Vilchez-Vargas
Ruy Jauregui
Dietmar H. Pieper
Clara Belzer
de Willem Vos
van de T. Wiele","10.3920/BM2016.0013","","Host mucin is the main constituent of the mucus layer that covers the gut epithelium of the host, and an important source of glycans for the bacteria colonising the intestine. Akkermansia muciniphila is a mucin-degrading bacterium, abundant in the human gut, that is able to produce acetate and propionate during this degradation process. A. muciniphila has been correlated with human health in previous studies, but a mechanistic explanation is lacking. In this study, the main site of colonisation was characterised alongside additional conditions, such as differences in colon pH, prebiotic supplementation and variable mucin supply. To overcome the limitations of in vivo studies concerning variations in mucin availability and difficult access to proximal regions of the colon, a dynamic in vitro gut model (SHIME) was used. In this model, A. muciniphila was found to colonise the distal colon compartment more abundantly than the proximal colon ((±8 log copies/ml compared to ±4 log copies/ml) and the preference for the distal compartment was found to be pH-dependent. The addition of mucin caused a specific increase of A. muciniphila (±4.5 log increase over two days), far exceeding the response of other bacteria present, together with an increase in propionate. These findings suggest that colonisation and mucin degradation by A. muciniphila is dependent on pH and the concentration of mucin. Our results revealed the preference of A. muciniphila for the distal colon environment due to its higher pH and uncovered the quick and stable response of A. muciniphila to mucin supplementation.","It is suggested that colonisation and mucin degradation by A. muciniphila is dependent on pH and the concentration of mucin, and the preference for the distal compartment was found to be pH-dependent."
"Butyrate producing colonic Clostridiales metabolise human milk oligosaccharides and cross feed on mucin via conserved pathways.","https://scispace.com/paper/butyrate-producing-colonic-clostridiales-metabolise-human-54za5ejdd8","2020","Journal Article","Nature Communications","M.J. Pichler
Chihaya Yamada
Bashar Shuoker
Bashar Shuoker
Camila Alvarez-Silva
Aina Gotoh
Maria Louise Leth
Erwin M. Schoof
Toshihiko Katoh
Mikiyasu Sakanaka
Takane Katayama
Takane Katayama
Chunsheng Jin
Niclas G. Karlsson
Manimozhiyan Arumugam
Shinya Fushinobu
Maher Abou Hachem","10.1038/S41467-020-17075-X","","The early life human gut microbiota exerts life-long health effects on the host, but the mechanisms underpinning its assembly remain elusive. Particularly, the early colonization of Clostridiales from the Roseburia-Eubacterium group, associated with protection from colorectal cancer, immune- and metabolic disorders is enigmatic. Here, we describe catabolic pathways that support the growth of Roseburia and Eubacterium members on distinct human milk oligosaccharides (HMOs). The HMO pathways, which include enzymes with a previously unknown structural fold and specificity, were upregulated together with additional glycan-utilization loci during growth on selected HMOs and in co-cultures with Akkermansia muciniphila on mucin, suggesting an additional role in enabling cross-feeding and access to mucin O-glycans. Analyses of 4599 Roseburia genomes underscored the preponderance and diversity of the HMO utilization loci within the genus. The catabolism of HMOs by butyrate-producing Clostridiales may contribute to the competitiveness of this group during the weaning-triggered maturation of the microbiota.","The authors combine omics, functional assays and structural analyses to characterize the catabolic pathways that support the growth of butyrate producing Clostridiales members from the Roseburia and Eubacterium, on distinct human milk oligosaccharides."
"Ruminococcus gnavus: friend or foe for human health.","https://scispace.com/paper/ruminococcus-gnavus-friend-or-foe-for-human-health-a4a7r0sd","2023","Journal Article","Fems Microbiology Reviews","Emmanuelle H. Crost
Erika Coletto
Andrew Harwood Bell
Nathalie Juge","10.1093/femsre/fuad014","","Ruminococcus gnavus was first identified in 1974 as a strict anaerobe in the gut of healthy individuals, and for several decades, its study has been limited to specific enzymes or bacteriocins. With the advent of metagenomics, R. gnavus has been associated both positively and negatively with an increasing number of intestinal and extra-intestinal diseases from inflammatory bowel diseases to neurological disorders. This prompted renewed interest in understanding the adaptation mechanisms of R. gnavus to the gut, and the molecular mediators affecting its association with health and disease. From ca. 250 publications citing R. gnavus since 1990, 94% were published in the last 10 years. In this review, we describe the biological characterisation of R. gnavus, its occurrence in the infant and adult gut microbiota and the factors influencing its colonisation of the gastrointestinal tract; we also discuss the current state of our knowledge on its role in host health and disease. We highlight gaps in knowledge and discuss the hypothesis that differential health outcomes associated with R. gnavus in the gut are strain and niche specific.","Ruminococcus gnavus was first identified in 1974 as a strict anaerobe in the gut of healthy individuals, and for several decades, its study has been limited to specific enzymes or bacteriocins as discussed by the authors ."
"Enrichment and characterization of human associated mucin degrading microbial consortia by sequential passage.","https://scispace.com/paper/enrichment-and-characterization-of-human-associated-mucin-25m15jpi3v","2024","Journal Article","FEMS Microbiology Ecology","Ashwana D. Fricker
Tianming Yao
Stephen R Lindemann
Gilberto E Flores","10.1093/femsec/fiae078","","Mucin is a glycoprotein secreted throughout the mammalian gastrointestinal tract that can support endogenous microorganisms in the absence of complex polysaccharides. While several mucin degrading bacteria have been identified, the inter-individual differences in microbial communities capable of metabolizing this complex polymer are not well described. To determine whether community assembly on mucin is deterministic across individuals or whether taxonomically distinct but functionally similar mucin-degrading communities are selected across fecal inocula, we used a ten-day in vitro sequential batch culture fermentation from three human donors with mucin as the sole carbon source. For each donor, 16S rRNA gene amplicon sequencing was used to characterize microbial community succession, and the short-chain fatty acid profile was determined from the final community. All three communities reached a steady-state by day seven in which the community composition stabilized. Taxonomic comparisons amongst communities revealed that one of the final communities had Desulfovibrio, another had Akkermansia, and all three shared other members, such as Bacteroides. Metabolic output differences were most notable for one of the donor's communities, with significantly less production of acetate and propionate than the other two communities. These findings demonstrate the feasibility of developing stable mucin-degrading communities with shared and unique taxa. Furthermore, the mechanisms and efficiencies of mucin degradation across individuals are important for understanding how this community-level process impacts human health.","Mucin degrading microbial consortia are successfully assembled and characterized from human fecal samples. Communities reach a steady-state by day seven, sharing similar taxa but exhibiting differences in metabolic outputs across individuals."
"Ruminococcus gnavus E1 modulates mucin expression and intestinal glycosylation.","https://scispace.com/paper/ruminococcus-gnavus-e1-modulates-mucin-expression-and-3iaz4fn1y0","2016","Journal Article","Journal of Applied Microbiology","Fabien Graziani
Ange Pujol
Cendrine Nicoletti
Samir Dou
Marc Maresca
Thierry Giardina
Michel Fons
Josette Perrier","10.1111/JAM.13095","","Aims
The molecular cross-talk between commensal bacteria and the gut play an important role in the maintenance of the intestinal homeostasis and general health. Here, we studied the impact of a major Gram-positive anaerobic bacterium of the human gut microbiota, that is, Ruminococcus gnavus on the glycosylation pattern and the production of intestinal mucus by the goblet cells.

Methods and Results
Our results showed that R. gnavus E1 specifically increases the expression and the glycosylation level of the intestinal glyco-conjugates by goblet cells in the colonic mucosa of mono-associated mice with R. gnavus E1 as well as in human HT29-MTX cells. Such an effect was mediated through induction of the level of mRNA encoding for the major intestinal gel-forming mucin such as MUC2 and various glycosyltransferase enzymes.

Conclusions
This study demonstrates for the first time that R. gnavus E1 possess the ability to modulate the glycosylation profile of the glyco-conjugate molecules and mucus in goblet cells.

Significance and Impact of the Study
Furthermore, we demonstrated that R. gnavus E1 modified specifically the glycosylation pattern and MUC2 expression by means of a small soluble factor of peptidic nature (<3 kDa) and heat stable in the HT29-MTX cell.","The impact of a major Gram‐positive anaerobic bacterium of the human gut microbiota, that is, Ruminococcus gnavus, is studied on the glycosylation pattern and the production of intestinal mucus by the goblet cells."
"An Update on the Role and Potential Molecules in Relation to Ruminococcus gnavus in Inflammatory Bowel Disease, Obesity and Diabetes Mellitus","https://scispace.com/paper/an-update-on-the-role-and-potential-molecules-in-relation-to-5erz0obeal","2024","","Diabetes, Metabolic Syndrome and Obesity: Targets and Therapy","Jinni Hong
Tingting Fu
Weizhen Liu
Yu Du
Junmin Bu
G. Wei
Miao Yu
Yanshan Lin
Cunyun Min","10.2147/dmso.s456173","","Abstract Ruminococcus gnavus (R. gnavus) is a gram-positive anaerobe commonly resides in the human gut microbiota. The advent of metagenomics has linked R. gnavus with various diseases, including inflammatory bowel disease (IBD), obesity, and diabetes mellitus (DM), which has become a growing area of investigation. The initial focus of research primarily centered on assessing the abundance of R. gnavus and its potential association with disease presentation, taking into account variations in sample size, sequencing and analysis methods. However, recent investigations have shifted towards elucidating the underlying mechanistic pathways through which R. gnavus may contribute to disease manifestation. In this comprehensive review, we aim to provide an updated synthesis of the current literature on R. gnavus in the context of IBD, obesity, and DM. We critically analyze relevant studies and summarize the potential molecular mediators implicated in the association between R. gnavus and these diseases. Across numerous studies, various molecules such as methylation-controlled J (MCJ), glucopolysaccharides, ursodeoxycholic acid (UDCA), interleukin(IL)-10, IL-17, and capric acid have been proposed as potential contributors to the link between R. gnavus and IBD. Similarly, in the realm of obesity, molecules such as hydrogen peroxide, butyrate, and UDCA have been suggested as potential mediators, while glycine ursodeoxycholic acid (GUDCA) has been implicated in the connection between R. gnavus and DM. Furthermore, it is imperative to emphasize the necessity for additional studies to evaluate the potential efficacy of targeting pathways associated with R. gnavus as a viable strategy for managing these diseases. These findings have significantly expanded our understanding of the functional role of R. gnavus in the context of IBD, obesity, and DM. This review aims to offer updated insights into the role and potential mechanisms of R. gnavus, as well as potential strategies for the treatment of these diseases.","R. gnavus is associated with IBD, obesity, and DM. Various molecules such as MCJ, glucopolysaccharides, UDCA, IL-10, IL-17, capric acid, hydrogen peroxide, butyrate, and GUDCA have been implicated in the association between R. gnavus and these diseases."
"A novel Ruminococcus gnavus clade enriched in inflammatory bowel disease patients","https://scispace.com/paper/a-novel-ruminococcus-gnavus-clade-enriched-in-inflammatory-4rpd994zf7","2017","","","Andrew Brantley Hall
Andrew Brantley Hall
Moran Yassour
Moran Yassour
Jenny Sauk
Jenny Sauk
Ashley L. Garner
Ashley L. Garner
Xiaofang Jiang
Xiaofang Jiang
Timothy D. Arthur
Timothy D. Arthur
Georgia K. Lagoudas
Georgia K. Lagoudas
Tommi Vatanen
Tommi Vatanen
Nadine Fornelos
Nadine Fornelos
Robin G. Wilson
Madeline Bertha
Melissa Cohen
John J. Garber
Hamed Khalili
Dirk Gevers
Dirk Gevers
Dirk Gevers
Ashwin N. Ananthakrishnan
Subramaniam Kugathasan
Eric S. Lander
Eric S. Lander
Eric S. Lander
Paul C. Blainey
Paul C. Blainey
Hera Vlamakis
Hera Vlamakis
Ramnik J. Xavier
Curtis Huttenhower
Curtis Huttenhower","","","Inflammatory bowel disease (IBD) is characterized by chronic inflammation of the gastrointestinal tract that is associated with changes in the gut microbiome. Here, we sought to identify strain-specific functional correlates with IBD outcomes. We performed metagenomic sequencing of monthly stool samples from 20 IBD patients and 12 controls (266 total samples). These were taxonomically profiled with MetaPhlAn2 and functionally profiled using HUMAnN2. Differentially abundant species were identified using MaAsLin and strain-specific pangenome haplotypes were analyzed using PanPhlAn. We found a significantly higher abundance in patients of facultative anaerobes that can tolerate the increased oxidative stress of the IBD gut. We also detected dramatic, yet transient, blooms of Ruminococcus gnavus in IBD patients, often co-occurring with increased disease activity. We identified two distinct clades of R. gnavus strains, one of which is enriched in IBD patients. To study functional differences between these two clades, we augmented the R. gnavus pangenome by sequencing nine isolates from IBD patients. We identified 199 IBD-specific, strain-specific genes involved in oxidative stress responses, adhesion, iron-acquisition, and mucus utilization, potentially conferring an adaptive advantage for this R. gnavus clade in the IBD gut. This study adds further evidence to the hypothesis that increased oxidative stress may be a major factor shaping the dysbiosis of the microbiome observed in IBD and suggests that R. gnavus may be an important member of the altered gut community in IBD.","This study finds a significantly higher abundance in patients of facultative anaerobes that can tolerate the increased oxidative stress of the IBD gut and suggests that R. gnavus may be an important member of the altered gut community in IBD."
"How Microbial Glycosyl Hydrolase Activity in the Gut Mucosa Initiates Microbial Cross-Feeding","https://scispace.com/paper/how-microbial-glycosyl-hydrolase-activity-in-the-gut-mucosa-1306ua48ualy","","","","Maryse D. Berkhout
Caroline M. Plugge
Clara Belzer","10.1093/glycob/cwab105","","The intestinal epithelium is protected from direct contact with gut microbes by a mucus layer. This mucus layer consists of secreted mucin glycoproteins. The outer mucus layer in the large intestine forms a niche that attracts specific gut microbiota members of which several gut commensals can degrade mucin. Mucin glycan degradation is a complex process that requires a broad range of glycan degrading enzymes, as mucin glycans are intricate and diverse molecules. Consequently, it is hypothesized that microbial mucin breakdown requires concerted action of various enzymes in a network of multiple resident microbes in the gut mucosa. This review investigates the evolutionary relationships of microbial carbohydrate-active enzymes that are potentially involved in mucin glycan degradation and focuses on the role that microbial enzymes play in the degradation of gut mucin glycans in microbial cross-feeding and syntrophic interactions.","This review explores the role of microbial glycosyl hydrolases in gut mucosa, investigating evolutionary relationships and their involvement in mucin glycan degradation, microbial cross-feeding, and syntrophic interactions in the gut microbiota."
"Fight Them or Feed Them: How the Intestinal Mucus Layer Manages the Gut Microbiota","https://scispace.com/paper/fight-them-or-feed-them-how-the-intestinal-mucus-layer-2pxd6lf1oz","2019","Journal Article","Gastroenterology Report","Bjoern O. Schroeder","10.1093/GASTRO/GOY052","","The intestinal tract is inhabited by a tremendous number of microorganisms, termed the gut microbiota. These microorganisms live in a mutualistic relationship with their host and assist in the degradation of complex carbohydrates. Although the gut microbiota is generally considered beneficial, the vast number of microbial cells also form a permanent threat to the host. Thus, the intestinal epithelium is covered with a dense layer of mucus to prevent translocation of the gut microbiota into underlying tissues. Intestinal mucus is an organized glycoprotein network with a host-specific glycan structure. While the mucus layer has long been considered a passive, host-designed barrier, recent studies showed that maturation and function of the mucus layer are strongly influenced by the gut microbiota. In return, the glycan repertoire of mucins can select for distinct mucosa-associated bacteria that are able to bind or degrade specific mucin glycans as a nutrient source. Because the intestinal mucus layer is at the crucial interface between host and microbes, its breakdown leads to gut bacterial encroachment that can eventually cause inflammation and infection. Accordingly, a dysfunctional mucus layer has been observed in colitis in mice and humans. Moreover, the increased consumption of a low-fiber Western-style diet in our modern society has recently been demonstrated to cause bacteria-mediated defects of the intestinal mucus layer. Here, I will review current knowledge on the interaction between gut bacteria and the intestinal mucus layer in health and disease. Understanding the molecular details of this host-microbe interaction may contribute to the development of novel treatment options for diseases involving a dysfunctional mucus layer, such as ulcerative colitis.","Current knowledge on the interaction between gut bacteria and the intestinal mucus layer in health and disease is reviewed to contribute to the development of novel treatment options for diseases involving a dysfunctional mucuslayer, such as ulcerative colitis."
"Partially hydrolyzed guar gum increased colonic mucus layer in mice via succinate-mediated MUC2 production","https://scispace.com/paper/partially-hydrolyzed-guar-gum-increased-colonic-mucus-layer-2hm4b6vb","2023","Journal Article","npj science of food","Kazuhiko Uchiyama
Kohei Asaeda
Reo Kobayashi
Hikaru Hashimoto
Takeshi Yasuda
Satoshi Sugino
Takeshi Sugaya
Yasuko Hirai
Katsura Mizushima
Toshifumi Doi
Ken-ichiro Inoue
Osamu Dohi
Naohisa Yoshida
Takeshi Ishikawa
Tomohisa Takagi
Hideyuki Konishi
Ryo Inoue
Yoshito Itoh
Yuji Naito","10.1038/s41538-023-00184-4","","Colonic mucus layers protect intestinal tissues against intestinal bacteria. We investigated the effects of dietary fiber and its metabolites on mucus production in the colonic mucosa. Mice were fed a partially hydrolyzed guar gum (PHGG)-containing diet and a fiber-free diet (FFD). The colon mucus layer, fecal short-chain fatty acid (SCFA) levels, and gut microbiota were evaluated. Mucin 2 (MUC2) expression was assessed in SCFA-treated LS174T cells. The role of AKT in MUC2 production was investigated. The mucus layer in the colonic epithelium was significantly increased in the PHGG group compared with that in the FFD group. In the PHGG group, an increase in Bacteroidetes in the stool was observed, and fecal acetate, butyrate, propionate, and succinate levels were significantly increased. However, MUC2 production was significantly increased only in succinate-stimulated LS174T cells. The succinate-induced MUC2 production was associated with AKT phosphorylation. Succinate mediated the PHGG-induced increase in the colon mucus layer. ","In this article , the effects of dietary fiber and its metabolites on mucus production in the colonic mucosa were investigated in a partially hydrolyzed guar gum (PHGG)-containing diet and a fiber-free diet."
"Elucidation of Akkermansia muciniphila Probiotic Traits Driven by Mucin Depletion.","https://scispace.com/paper/elucidation-of-akkermansia-muciniphila-probiotic-traits-4cvcfa7h1i","2019","Journal Article","Frontiers in Microbiology","Jongoh Shin
Jung-Ran Noh
Dong-Ho Chang
Yong-Hoon Kim
Myung Hee Kim
Eaum Seok Lee
Suhyung Cho
Bon Jeong Ku
Moon-Soo Rhee
Byoung-Chan Kim
Chul-Ho Lee
Byung-Kwan Cho","10.3389/FMICB.2019.01137","","Akkermansia muciniphila is widely considered a next-generation beneficial microbe. This bacterium resides in the mucus layer of its host and regulates intestinal homeostasis and intestinal barrier integrity by affecting host signaling pathways. However, it remains unknown how the expression of genes encoding extracellular proteins is regulated in response to dynamic mucosal environments. In this study, we elucidated the effect of mucin on the gene expression and probiotic traits of A. muciniphila. Transcriptome analysis showed that the genes encoding most mucin-degrading enzymes were significantly upregulated in the presence of mucin. By contrast, most genes involved in glycolysis and energy metabolic pathways were upregulated under mucin-depleted conditions. Interestingly, the absence of mucin resulted in the upregulation of 79 genes encoding secreted protein candidates, including Amuc-1100 as well as members of major protein secretion systems. These transcript level changes were consistent with the fact that administration of A. muciniphila grown under mucin-depleted conditions to high-fat diet-induced diabetic mice reduced obesity and improved intestinal barrier integrity more efficiently than administration of A. muciniphila grown under mucin-containing conditions. In conclusion, mucin content in the growth medium plays a critical role in the improvement by A. muciniphila of high-fat diet-induced obesity, intestinal inflammation, and compromised intestinal barrier integrity related to a decrease in goblet cell density. Our findings suggest the depletion of animal-derived mucin in growth medium as a novel principle for the development of A. muciniphila for human therapeutics.","Min content in the growth medium plays a critical role in the improvement by A. muciniphila of high-fat diet-induced obesity, intestinal inflammation, and compromised intestinal barrier integrity related to a decrease in goblet cell density."
"Mucus-associated microbiota consortia: Insights from the advanced TIM-2<i>muc</i> model","https://scispace.com/paper/mucus-associated-microbiota-consortia-insights-from-the-quqfl00pfspy","2025","Journal Article","","Sjoerd Ruizenaar
Katharina Lange
Olaf Heckert
Jan Lelieveld
Andrei Hrynevich
Daniela Pacheco
Lars Verdurmen
Maitrayee Chatterjee","10.1101/2025.07.16.665087","","Abstract The mucus layer lining the epithelium of the colon contains a microbiome that is distinct from the luminal microbiome; this is referred to as the mucus-associated microbiome (MAM). Recently, research on the MAM has gained momentum due to its significant role in immune and metabolic health. However, the study of the MAM is limited by conventional experimental techniques, as sampling this microbiome often requires invasive procedures, making in vivo research challenging. Additionally, obtaining samples from the MAM can compromise the lumen, complicating simultaneous studies of both the MAM and the lumen. To address these limitations, we present the TIM-2 muc , an advanced version of the colonic in vitro model TIM-2, which includes a mucus compartment comprising both colonic mucus beads - Gut 3 Beads and an electrospun sheet coated with Gut 3 Gel. To validate whether the integrated mucus compartment behaves like the in vivo MAM, we examined the bacterial composition, alpha and beta diversity, and the MAM’s composition compared to the lumen compartment of both the TIM-2 muc and the conventional TIM-2 model. Our findings suggest that the MAM in the TIM-2 muc model closely resembles its in vivo counterpart, thereby enhancing the physiological relevance of the luminal microbiome. TIM-2 muc , an advanced TIM-2 model, presents a novel, precise, standardized, and non-invasive method for studying the MAM and LM simultaneously. ","Researchers developed the TIM-2 muc model, an advanced in vitro system, to study the mucus-associated microbiome (MAM) and luminal microbiome (LM) simultaneously, providing a non-invasive and precise method for understanding their interactions and roles in immune and metabolic health."
"A genetic locus in the gut microbe Bacteroides thetaiotaomicron encodes activities consistent with mucin-O-glycoprotein processing and plays a critical role in N-acetylgalactosamine metabolism","https://scispace.com/paper/a-genetic-locus-in-the-gut-microbe-bacteroides-4h0o0ugx57","2024","Journal Article","bioRxiv","Didier A. Ndeh
Sirintra Nakjang
Kurt J. Kwiatkowski
Nicole M. Koropatkin
Robert P. Hirt
David N. Bolam","10.1101/2024.02.01.578401","","It is increasingly appreciated that members of the gut microbiota are key modulators of human health and the status of major diseases including cancer, diabetes and inflammatory bowel disease. Central to their survival is the ability to metabolise complex dietary and host-derived glycans including intestinal mucins. The latter are critical components of the gut epithelium glycocalyx and mucus barriers, essential for microbiota-gut homeostasis and protection from infections by pathogens. The prominent and model human gut microbe Bacteroides thetaiotaomicron (B. theta) is a versatile and highly efficient complex glycan degrader thanks to the expansion of gene clusters termed polysaccharide utilisation loci (PULs) in its genome. While the mechanisms for several singular dietary glycan-induced PULs have been elucidated, studies on the 16-18 mucin-induced PULs in B. theta significantly lag behind. A combination of the scale and complexity of B. theta transcriptomic response to mucins and complex glycan configurations of mucins represent major hurdles for the functional characterisation of the mucin induced PULs. As a result, there is very limited knowledge on how mucin metabolism is coordinated in B. theta and what specific PULs, genes and metabolites are critical for mucin-B. theta, and more generally mucin-microbiota interactions and their importance in microbiota-gut homeostasis. Here we show that a mucin inducible PUL BT4240-50, (i) encodes activities consistent with a machinery that couples the processing of mucin-O glycan glycoproteins with the metabolism of N-acetylgalactosamine (GalNAc), an abundant mucin O-glycan sugar; (ii) is important for competitive growth on mucins in-vitro; (iii) encodes a key kinase enzyme (BT4240) that is critical for GalNAc metabolism and (iv) has related PULs encoded by a range of prominent Bacteroides species in the human gut. Furthermore, BT4240 kinase was also critical for glycosaminoglycan metabolism, thus extending the PULs function beyond mucins. Our work advances our understanding of the vital metabolic processes that govern mucosal glycoprotein metabolism and by implication, a key aspect of host-microbiota interactions at mucosal surfaces and highlight GalNAc as a key metabolite targeted for competitive growth.","This work shows that a mucin inducible PUL BT4240-50 encodes activities consistent with a machinery that couples the processing of mucin-O glycan glycoproteins with the metabolism of N-acetylgalactosamine (GalNAc), an abundant mucin O-glycan sugar that is important for competitive growth on mucins in-vitro."
"The interactions between endogenous bacteria, dietary components and the mucus layer of the large bowel","https://scispace.com/paper/the-interactions-between-endogenous-bacteria-dietary-1d3n81m92f","2012","Journal Article","Food & Function","Alicia M. Barnett
Alicia M. Barnett
Nicole C. Roy
Nicole C. Roy
Warren C. McNabb
Warren C. McNabb
Adrian L. Cookson
Adrian L. Cookson","10.1039/C2FO30017F","","The mucus layer covering the epithelial surface of the gastrointestinal tract serves as the front line of protection against the luminal contents and plays a key role in the establishment and activity of the commensal microbiota. The composition and complexity of the bacterial community within this environment is altered by the introduction of fermentable dietary components. These dietary components can change the metabolic end products of bacterial fermentation, which in turn are able to modify the expression of mucin genes and proteins leading to an increase in the mucus layer thickness. This review introduces some of the key interactions between fermentable carbohydrates, commensal bacteria, and intestinal cells which influence mucin production.","This review introduces some of the key interactions between fermentable carbohydrates, commensal bacteria, and intestinal cells which influence mucin production."
