"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Comparative genomic analysis of the human gut microbiome reveals a broad distribution of metabolic pathways for the degradation of host-synthetized mucin glycans","https://scispace.com/paper/comparative-genomic-analysis-of-the-human-gut-microbiome-2tt1cndnyx","2017","Posted Content","arXiv: Genomics","Dmitry A. Ravcheev
Ines Thiele","","https://arxiv.org/pdf/1703.10524.pdf","The colonic mucus layer is a dynamic and complex structure formed by secreted and transmembrane mucins, which are high-molecular-weight and heavily glycosylated proteins. Colonic mucus consists of a loose outer layer and a dense epithelium-attached layer. The outer layer is inhabited by various representatives of the human gut microbiota (HGM). Glycans of the colonic mucus can be used by the HGM as a source of carbon and energy when dietary fibers are not sufficiently available. Here, we analyzed 397 individual HGM genomes to identify pathways for the cleavage of host-synthetized mucin glycans to monosaccharides as well as for the catabolism of the derived monosaccharides. Our key results are as follows: (i) Genes for the cleavage of mucin glycans were found in 86% of the analyzed genomes, whereas genes for the catabolism of derived monosaccharides were found in 89% of the analyzed genomes. (ii) Comparative genomic analysis identified four alternative forms of the monosaccharide-catabolizing enzymes and four alternative forms of monosaccharide transporters. (iii) Eighty-five percent of the analyzed genomes may be involved in exchange pathways for the monosaccharides derived from cleaved mucin glycans. (iv) The analyzed genomes demonstrated different abilities to degrade known mucin glycans. Generally, the ability to degrade at least one type of mucin glycan was predicted for 81% of the analyzed genomes. (v) Eighty-two percent of the analyzed genomes can form mutualistic pairs that are able to degrade mucin glycans and are not degradable by any of the paired organisms alone. Taken together, these findings provide further insight into the inter-microbial communications of the HGM as well as into host-HGM interactions.","Findings provide further insight into the inter-microbial communications of the HGM as well as into host-HGM interactions."
"Home sweet home : Mucin glycan-driven interactions in synthetic communities of human gut microbes","https://scispace.com/paper/home-sweet-home-mucin-glycan-driven-interactions-in-d67ckc829jdv","2025","Journal Article","","Maryse D Berkhout","10.18174/681239","","A specialised microbial community inhabits the human gut mucus layer. Some of these mucosal residents thrive on mucin glycoproteins that make up this layer. Mucin glycan degraders release mono- and oligosaccharides, and produce metabolites and gases that can be used by other inhabitants of the mucus layer through cross-feeding. In this thesis, I studied the collective mucin glycan degradation by a network of interacting microbes. To do that, I created a microbial mucin-degrading synthetic community (MDSC) and studied its composition and function during growth on mucin. This revealed that all mucin glycan degraders could co-exist, and that they could sustain butyrate-producing and hydrogen-consuming organisms. I show that a large number of diverse glycan-degrading enzymes encoded by different bacteria is involved in mucin glycan degradation. Throughout this thesis, specialist mucin glycan degrader Akkermansia muciniphila played a central role. When present from the start in a synthetic community growing on mucin, it was the dominant organism. Even when it was added after stabilisation of the synthetic community, to simulate probiotic treatment, A. muciniphila was able to colonise and persist. Furthermore, in a synthetic community that was designed to model the developing infant gut microbiota, the mucin specificity of A. muciniphila was again confirmed, as it only grew in the presence of mucin and not with any of the other substrates. A comparison of A. muciniphila to fellow specialist mucin glycan degrader Ruminococcus torques and glycan generalist Bacteroides thetaiotaomicron revealed that each mucin glycan degrader has distinct preferences for specific mucin glycan structures. Consequently, growing the synthetic community on different mucin types affected community composition and function. This thesis demonstrates the utility of synthetic communities for microbial ecophysiological research, and contributes another piece to the puzzle of the ecological interactions that occur between the microbes that call the mucus layer their home. ","This study investigates mucin glycan degradation in synthetic communities of human gut microbes, revealing coexistence of mucin degraders and cross-feeding with other microbes, with Akkermansia muciniphila playing a central role in mucin specificity and community composition."
"Selective in vitro degradation of the sialylated fraction of germ-free rat mucins by the caecal flora of the rat","https://scispace.com/paper/selective-in-vitro-degradation-of-the-sialylated-fraction-of-4k3tpapitn","1998","Journal Article","Reproduction Nutrition Development","Nicole Fontaine
Jean-Claude Meslin
Joël Doré","10.1051/RND:19980309","https://scispace.com/pdf/selective-in-vitro-degradation-of-the-sialylated-fraction-of-4k3tpapitn.pdf","Mucins, which are synthesized throughout the gastrointestinal tract, may be degraded by the microflora of the large intestine. The present study was undertaken to determine the dif- ferential fate of the various types of mucins. Mucins from germ-free rats were incubated in vitro in the presence of whole caecal flora from the conventional rat. Neutral, acidic and acidic sulphated mucins were spectrophotometrically assayed over time upon anaerobic incubation. Sialylated mucins were more rapidly degraded (90 %) than the other two types after 1 h and almost completely within 4 h. Neutral and acidic sulphated mucins, with a 10-fold and 30-fold lower content than the sialylated fraction in the original substrate, were more slowly degraded and to a lesser extent within 4 h, (55 and 40 %, respectively). The method used in the present study made it possible to investigate the activity of gut bacteria towards the various types of mucins. The degradation of the three mucin types was not uniform, the highest rate and extent of degradation being observed for sialylated mucins. @ Inra/Elsevier, Paris","The degradation of the three mucin types was not uniform, the highest rate and extent of degradation being observed for sialylated mucins, which was more rapidly degraded than the other two types."
"Vancomycin-Resistant Enterococci May Obtain Nutritional Support by Scavenging Carbohydrate Fragments Generated During Mucin Degradation by the Anaerobic Microbiota of the Colon","https://scispace.com/paper/vancomycin-resistant-enterococci-may-obtain-nutritional-3ujp0b1skh","2006","Journal Article","Microbial Drug Resistance","Nicole J. Pultz
Lansing C. Hoskins
Curtis J. Donskey","10.1089/MDR.2006.12.63","","Vancomycin-resistant Enterococcus (VRE) is an important nosocomial pathogen that colonizes the intestinal tract. The substrates that provide nutritional support for VRE in the colon are not known. We tested the hypothesis that enzymatic breakdown of complex polysaccharides and glycoconjugates by other members of the indigenous microbiota could provide a source of nutrients for VRE. Nine vancomycin-resistant E. faecium strains were unable to ferment complex plant polysaccharides or hog gastric or bovine submaxillary mucin; however, each of the strains was able to ferment monosaccharides that are components of mucins and plant polysaccharides. Preincubation of hog gastric mucin with partially purified enzyme mixtures obtained from supernatants of Ruminococcus torques or a human stool specimen resulted in release of monosaccharides that supported growth of VRE. These results suggest that enzymatic breakdown of complex polysaccharides such as mucin by members of the indigenous microbiota may provide a source ...","Results suggest that enzymatic breakdown of complex polysaccharides such as mucin by members of the indigenous microbiota may provide a source of nutritional support for VRE."
"Mucin degradation in the human gastrointestinal tract and its significance to enteric microbial ecology","https://scispace.com/paper/mucin-degradation-in-the-human-gastrointestinal-tract-and-ft8d627cqv","1993","Journal Article","European Journal of Gastroenterology & Hepatology","Lansing C. Hoskins","10.1097/00042737-199304000-00004","","Degradation of the gut mucus gel layer involves the combined actions of enteric bacterial glycosidases and esterases as well as host and microbial proteinases. Degradation of the carbohydrate chains of mucin glycoproteins involves glycosidases and glycosulfatases produced by specialized strains of normal enteric bacteria, resulting in the release of component monosaccharides which can be used as a source of nutrition by other, larger populations. Such functional specialization provides an ecological niche for enzyme-producing specialists and is likely to be a contributing factor to microbial diversity in enteric bacterial ecosystems.","Degradation of the gut mucus gel layer involves the combined actions of enteric bacterial glycosidases and esterases as well as host and microbial proteinases, resulting in the release of component monosaccharides which can be used as a source of nutrition by other, larger populations."
"Mucin-degrading gut commensals isolated from healthy faecal donor suppress intestinal epithelial inflammation and regulate tight junction barrier function","https://scispace.com/paper/mucin-degrading-gut-commensals-isolated-from-healthy-faecal-ciq9s9bf","2022","Journal Article","Frontiers in Immunology","Mingfang Pan
Nilakshi Barua
Margaret Ip","10.3389/fimmu.2022.1021094","https://scispace.com/pdf/mucin-degrading-gut-commensals-isolated-from-healthy-faecal-ciq9s9bf.pdf","The intestinal epithelium surface is covered by a layer of mucus that harbors a complex and dynamic population of bacteria termed gut microbiota. In particular, some gut bacteria have the ability to degrade the mucin glycan for nutritional sources. However, the bacterial diversity of mucin-degrading bacteria in human gut microbiota and their role in the gut remains unclear. In this study, we characterized the diversity of mucin-degrading bacteria in the human gut microbiota by an established cultivation-based molecular profiling method. The results showed the gut commensals having the mucin degrading ability were widely distributed in the gut microbiota and were more abundant than previously thought. In addition, many previously uncharacterized mucin degraders were isolated from faecals samples, suggesting the mucin-degrading gut commensals were underappreciated. To gain a better understanding of the interaction between these mucin-degrading gut commensals and the host, the effect of the commensals on intestinal epithelial cells were examined, and the results revealed that the commensals (8 Bacteroides spp., 2 Parabacteroides spp, Akkermanisa muciniphila and Bifidobacterial dentium) incited low level of inflammatory response (IL-8 and TNF-α) but suppressed the inflammatory response induced by E. coli through downregulating the NF-κB pathway. The presence of gut commensals also showed potential in enhancing the epithelial tight junction (TJ) barrier function through regulating the mRNA expression of TJ protein genes such as Zo-1, Occludin, Claudin-1 and E-cadherin. Furthermore, the presence of commensal bacteria P. distasonis, B. thetaiotaomicron and A. muciniphila completely or partly restored the pro-inflammatory cytokine IL-1β induced TJ barrier disruption. In conclusion, these findings indicate that mucin-degrading gut commensals were widely distributed in the gut microbiota and showed anti-inflammatory effect against pathogen infection and potential in modulating the epithelial barrier function.","The results showed the gut commensals having the mucin degrading ability were widely distributed in the gut microbiota and were more abundant than previously thought, and showed anti-inflammatory effect against pathogen infection and potential in modulating the epithelial barrier function."
"Mucin degradation in human colon ecosystems. Evidence for the existence and role of bacterial subpopulations producing glycosidases as extracellular enzymes.","https://scispace.com/paper/mucin-degradation-in-human-colon-ecosystems-evidence-for-the-uvck9x0xhw","1981","Journal Article","Journal of Clinical Investigation","Lansing C. Hoskins
Erwin T. Boulding","10.1172/JCI110009","https://scispace.com/pdf/mucin-degradation-in-human-colon-ecosystems-evidence-for-the-uvck9x0xhw.pdf","Recent work indicates that subpopulations of human fecal bacteria, averaging approximately 1% of the total viable fecal flora, degrade the oligosaccharide side chains of hog gastric mucin, which structurally resembles human epithelial mucins. Here we report studies to determine whether degradation of mucin oligosaccharides is related to glycosidase production by bacteria growing in anaerobic fecal cultures. Triplicate cultures containing hog gastric mucin were inoculated with serially diluted feces from each of seven healthy subjects. When the stationary growth phase was attained, mucin oligosaccharide degradation and both cell-bound and extracellular activities of four glycosidases were measured in each culture. Cell-bound beta-d-galactosidase, beta-N-acetylglucosaminidase, and sialidase were present in bacteria growing at all levels of fecal inocula, including 10(-11) g. In contrast, extracellular activities were present in every culture inoculated with 10(-4)-10(-7) g feces, but were diminished or absent in cultures inoculated with 10(-8)-10(-11) g feces. Bacterial autolysis was an unlikely cause of extracellular glycosidase activity, since p-nitrophenyl-alpha-l-fucosidase remained cell bound in cultures at every level of fecal inoculum. Degradation of mucin oligosaccharides was associated with extracellular, but not with cell-bound beta-d-galactosidase, beta-N-acetylglucosaminidase, and sialidase. Among the seven subjects, the estimated most probable numbers (MPN) of fecal bacteria producing extracellular beta-d-galactosidase, beta-N-acetylglucosaminidase, and sialidase ranged from 10(6)-10(10)/g dry fecal wt, were comparable to the MPN of mucin-degrading bacteria, and were significantly smaller than the MPN of total fecal bacteria. We interpret these findings as evidence for the existence of bacterial subpopulations in the normal fecal flora that produce extracellular glycosidases, and that these subpopulations have a major role in degrading the complex oligosaccharides of mucin in the gut lumen.","Findings are interpreted as evidence for the existence of bacterial subpopulations in the normal fecal flora that produce extracellular glycosidases, and that theseSubpopulations have a major role in degrading the complex oligosaccharides of mucin in the gut lumen."
"Characterization of plant polysaccharide- and mucin-fermenting anaerobic bacteria from human feces.","https://scispace.com/paper/characterization-of-plant-polysaccharide-and-mucin-2rs2p2sao9","1984","Journal Article","Applied and Environmental Microbiology","C E Bayliss
A P Houston","10.1128/AEM.48.3.626-632.1984","","Organisms able to grow on arabinogalactan, pectin, xylan, wheat bran, guar, apple cell walls, and mucin were isolated by enrichment from human feces. The number of polysaccharide fermenters and the properties of the predominant bacteria varied between subjects. The ability to use one polysaccharide was not related to the ability to use others. Some organisms (e.g., Bacteroides spp.) isolated on other substrates also utilized mucin, but were not isolated in the mucin enrichment. The mucin fermenters isolated by enrichment had a very restricted ability to utilize complex polysaccharides and their constituent monosaccharides, suggesting that the presence of plant polysaccharides in the human colon is unlikely to prevent the use of colonic mucin as an energy source by bacteria. Characterization with a range of biochemical tests showed that many of the isolates, but especially the mucin fermenters, did not resemble organisms described previously.","The mucin fermenters isolated by enrichment had a very restricted ability to utilize complex polysaccharides and their constituent monosaccharides, suggesting that the presence of plant polysacCharides in the human colon is unlikely to prevent the use of colonic mucin as an energy source by bacteria."
"Evidence and role for bacterial mucin degradation in cystic fibrosis airway disease","https://scispace.com/paper/evidence-and-role-for-bacterial-mucin-degradation-in-cystic-27ac9st4cx","2016","Posted Content","bioRxiv","Jeffrey M. Flynn
David E. Niccum
Jordan M. Dunitz
Ryan C. Hunter","10.1101/047670","https://scispace.com/pdf/evidence-and-role-for-bacterial-mucin-degradation-in-cystic-27ac9st4cx.pdf","Chronic respiratory infections are composed of complex microbial communities that incite persistent inflammation and airway damage. Despite the high density of bacteria that colonize the airways, nutrient sources that sustain bacterial growth in vivo are unknown. Here we examine the role of respiratory mucins in the ecological dynamics of the cystic fibrosis lung microbiota. While P. aeruginosa was unable to efficiently utilize mucins, saliva-derived anaerobes stimulated the growth of opportunistic pathogens when provided mucins as the sole carbon source. The fermentative metabolisms of these oral anaerobes generated amino acids and short chain fatty acids (propionate and acetate) during mucin enrichment in vitro, which were also found within expectorated sputum from CF patients. The significance of these findings was supported by in vivo P. aeruginosa gene expression, which revealed a heightened response to propionate. Given that propionate is exclusively derived from bacterial fermentation, these data support a central role for mucin fermentation in the carbon flux of the lower airways. More specifically, commensal oral bacteria may contribute to airway disease by degrading mucins, in turn providing nutrients for pathogens otherwise unable to obtain carbon in the lung.","Data support a central role for mucin fermentation in the carbon flux of the lower airways and suggest commensal oral bacteria may contribute to airway disease by degrading mucins, in turn providing nutrients for pathogens otherwise unable to obtain carbon in the lung."
"Digestion of mucin polysaccharides in vitro by bacteria isolated from the rabbit cecum","https://scispace.com/paper/digestion-of-mucin-polysaccharides-in-vitro-by-bacteria-30g6i9pdyn","1986","Journal Article","Current Microbiology","Robert R. H. Hill","10.1007/BF01568414","","The chemical composition of mucin prepared from rabbit small intestines was compared with that of commercial pig gastric mucin. Changes in carbohydrate structure of both mucins after degradation by rabbit cecal bacteria were monitored with the periodic acid-Schiff's reaction (PAS), gas-liquid chromatography, and blood group serology. Out of 220 bacterial isolates from the rabbit cecal microflora, 37 were able to remove more than 25% of PAS-reactive mucin material from pig gastric mucin, which was more easily digested than the rabbit preparation.Bacteroides spp. were most active in mucin digestion, but nonmucinolytic cecal isolates could also use the oligosaccharides likely to be released by this activity.","Bacteroides spp."
"Colonization of Mucin by Human Intestinal Bacteria and Establishment of Biofilm Communities in a Two-Stage Continuous Culture System","https://scispace.com/paper/colonization-of-mucin-by-human-intestinal-bacteria-and-2vfnozhae7","2005","Journal Article","Applied and Environmental Microbiology","Sandra Macfarlane
Emma J. Woodmansey
George T. Macfarlane","10.1128/AEM.71.11.7483-7492.2005","","The human large intestine is covered with a protective mucus coating, which is heavily colonized by complex bacterial populations that are distinct from those in the gut lumen. Little is known of the composition and metabolic activities of these biofilms, although they are likely to play an important role in mucus breakdown. The aims of this study were to determine how intestinal bacteria colonize mucus and to study physiologic and enzymatic factors involved in the destruction of this glycoprotein. Colonization of mucin gels by fecal bacteria was studied in vitro, using a two-stage continuous culture system, simulating conditions of nutrient availability and limitation characteristic of the proximal (vessel 1) and distal (vessel 2) colon. The establishment of bacterial communities in mucin gels was investigated by selective culture methods, scanning electron microscopy, and confocal laser scanning microscopy, in association with fluorescently labeled 16S rRNA oligonucleotide probes. Gel samples were also taken for analysis of mucin-degrading enzymes and measurements of residual mucin sugars. Mucin gels were rapidly colonized by heterogeneous bacterial populations, especially members of the Bacteroides fragilis group, enterobacteria, and clostridia. Intestinal bacterial populations growing on mucin surfaces were shown to be phylogenetically and metabolically distinct from their planktonic counterparts.","Mucin gels were rapidly colonized by heterogeneous bacterial populations, especially members of the Bacteroides fragilis group, enterobacteria, and clostridia, which were shown to be phylogenetically and metabolically distinct from their planktonic counterparts."
"Influence of mucin on glycosidase, protease and arylamidase activities of human gut bacteria grown in a 3-stage continuous culture system","https://scispace.com/paper/influence-of-mucin-on-glycosidase-protease-and-arylamidase-52jbwyi0vf","1989","Journal Article","Journal of Applied Microbiology","George T. Macfarlane
S. Hay
Glenn R. Gibson","10.1111/J.1365-2672.1989.TB05110.X","","Human intestinal bacteria were grown in a 3-stage continuous culture system on a medium containing complex polysaccharides and proteins as carbon and nitrogen sources. Selected bacterial populations were enumerated and glycosidase, protease and arylamidase activities measured. Comparison of arylamidase and glycosidase activities in the multichamber system (MCS) and faeces showed that the predominant faecal enzymes were also produced by bacteria growing in the MCS. After 48 d operation, porcine gastric mucin (5.8 g/d) was independently fed to vessel 1. Elevated levels of volatile fatty acid (VFA) formation showed that the glycoprotein was actively fermented. The increase in carbohydrate availability as a result of breakdown of the mucin oligosaccharides stimulated bacterial growth and activities. The enzymological measurements showed that mucin increased production of both cell-bound and extracellular glycosidases, such as beta-galactosidase, alpha-glucosidase and N-acetyl-beta-glucosaminidase. Protease activities were profoundly influenced by mucin. These were largely cell-bound in non-mucin cultures but were predominantly extracellular and collagenolytic when mucin was present. Experiments with protease inhibitors showed that cysteine proteases were the major cell-bound and extracellular enzymes in both mucin and non-mucin cultures, but that serine and metalloproteases were also present. The effect of mucin on arylamidase formation was less marked, although there was increased production of these enzymes in vessels 1 and 2 of the MCS. These results suggest that host-produced substances such as mucin glycoprotein may play a role in modulating the growth and activity of bacteria growing in the human large intestine.","The results suggest that host-produced substances such as mucin glycoprotein may play a role in modulating the growth and activity of bacteria growing in the human large intestine."
"Ruminococcus gnavus GH98 substrate specificity to blood group A antigen contributes to mucin glycan foraging","https://scispace.com/paper/ruminococcus-gnavus-gh98-substrate-specificity-to-blood-e2sxnwuc","2022","Journal Article","Access microbiology","Haiyang Wu
Emmanuelle H. Crost
David R. Owen
Wouter van Bakel
Ana Martinez-Gascuena
Martin A. Walsh
Nathalie Juge","10.1099/acmi.ac2021.po0311","","The human gut symbiont Ruminococcus gnavus displays a strain-specific repertoire of glycoside hydrolases (GHs) contributing to its spatial location in the gut. Sequence similarity networks showed that R. gnavus GH98 (RgGH98) sequence fell in a cluster different from sequences of GH98 enzymes functionally characterised to date. We heterologously expressed and purified RgGH98, and determined its substrate and linkage specificity. We showed that RgGH98 is specific for blood group A antigen (BgA), as also confirmed by isothermal titration calorimetry (ITC) and saturation transfer difference (STD) NMR, revealing affinity for blood group A over blood group B and H antigens. The molecular basis of RgGH98 specificity was further investigated using a combination of site-directed mutagenesis and X-ray crystallography. The crystal structure of the complex between RgGH98 and BgA trisaccharide and RgGH98 inactive mutant with BgA tetrasaccharide identified residues involved in RgGH98 unique specificity. RNAseq and qPCR analysis showed that the gene encoding RgGH98 is part of an operon that is overexpresssed in vitro when R. gnavusis grown on mucin as sole carbon source. We showed that RgGH98 releases BgA trisaccharide from mucin and that pretreatment of mucin with RgGH98 conferred other R. gnavusstrains lacking this enzyme the ability to grow through BgA metabolism and access to the underlying mucin glycan chain. These data further support that the GH repertoire of R. gnavus strains enables them to colonise different nutritional niches in the gut and provide a source of enzymes with unique specificities for potential applications in diagnostic or therapeutics.","RNAseq and qPCR analysis showed that the gene encoding RgGH98 is part of an operon that is overexpresssed in vitro when R. gnavusis grown on mucin as sole carbon source, and the molecular basis of Rg GH98 specificity was further investigated using a combination of site-directed mutagenesis and X-ray crystallography."
"The Role of Human Gut Microbe Ruminococcus gnavus in Inflammatory Diseases","https://scispace.com/paper/the-role-of-human-gut-microbe-ruminococcus-gnavus-in-1eqayrxe0s","2023","Journal Article","","Sasmitra Kandasamy
Vengadesh Letchumanan
Kar-Wai Hong
Kah-Ooi Chua
Nurul Syakima Ab Mutalib
Alvin Lai Oon Ng
Long Chiau Ming
Hui Xuan Lim
Sivakumar Thurairajasingam
Jodi Woan-Fei Law
Loh Teng Hern Tan","10.36877/pmmb.a0000396","","Dysbiosis is a prominent factor in numerous inflammatory conditions, with Ruminococcus gnavus, a prevalent gut microbe, implicated in inflammatory bowel disease (IBD), irritable bowel syndrome (IBS), eczema, metabolic disorders, and rheumatic diseases. R. gnavus contributes to inflammation by producing an inflammatory polysaccharide and degrading mucin. The increasing evidence of elevated R. gnavus abundance in various inflammatory conditions suggests its potential as a therapeutic target. Despite this, there are limited studies on treatment strategies targeting R. gnavus. This article provides a comprehensive overview of the association between R. gnavus and diverse inflammatory conditions, highlighting the need for further research to explore effective treatment options against this bacterium.","The increasing evidence of elevated R. gnavus abundance in various inflammatory conditions suggests its potential as a therapeutic target, but there are limited studies on treatment strategies targeting R. gnavus."
"Unravelling the specificity and mechanism of sialic acid recognition by the gut symbiont Ruminococcus gnavus.","https://scispace.com/paper/unravelling-the-specificity-and-mechanism-of-sialic-acid-3h042d60o0","2017","Journal Article","Nature Communications","C. David Owen
Louise E. Tailford
Serena Monaco
Tanja Šuligoj
Laura Vaux
Romane Lallement
Zahra Khedri
Hai Yu
Karine Lecointe
John Walshaw
John Walshaw
Sandra Tribolo
Marc Horrex
Andrew Bell
Xi Chen
Garry L. Taylor
Ajit Varki
Jesús Angulo
Nathalie Juge","10.1038/S41467-017-02109-8","https://scispace.com/pdf/unravelling-the-specificity-and-mechanism-of-sialic-acid-3h042d60o0.pdf","Ruminococcus gnavus is a human gut symbiont wherein the ability to degrade mucins is mediated by an intramolecular trans-sialidase (RgNanH). RgNanH comprises a GH33 catalytic domain and a sialic acid-binding carbohydrate-binding module (CBM40). Here we used glycan arrays, STD NMR, X-ray crystallography, mutagenesis and binding assays to determine the structure and function of RgNanH_CBM40 (RgCBM40). RgCBM40 displays the canonical CBM40 β-sandwich fold and broad specificity towards sialoglycans with millimolar binding affinity towards α2,3- or α2,6-sialyllactose. RgCBM40 binds to mucus produced by goblet cells and to purified mucins, providing direct evidence for a CBM40 as a novel bacterial mucus adhesin. Bioinformatics data show that RgCBM40 canonical type domains are widespread among Firmicutes. Furthermore, binding of R. gnavus ATCC 29149 to intestinal mucus is sialic acid mediated. Together, this study reveals novel features of CBMs which may contribute to the biogeography of symbiotic bacteria in the gut.","Novel features of CBMs are revealed which may contribute to the biogeography of symbiotic bacteria in the gut and specific carbohydrate-binding modules associated with bacterial carbohydrate-active enzymes are mucus adhesins that target regions of the distal colon rich in sialomucins."
"Various adherent-invasive e. coli (aiec) and non-aiec strains isolated from crohn’s disease patients grow differently with ruminococcus gnavus pre-digested mucus and r. gnavus-released pre-digested ileal and colonic mucus monosaccharides","https://scispace.com/paper/various-adherent-invasive-e-coli-aiec-and-non-aiec-strains-359rswy4pu","2024","Journal Article","Inflammatory Bowel Diseases","Saori Kashiwagi
Belgin Dogan
Sebastian Perez-Orozco
Biswa Choudhury
Simon M. Gray
Sebastian Winter
Kenneth W Simpson
R. B. Sartor","10.1093/ibd/izae020.137","","
 
 
 Mucus-digesting Ruminococcus gnavus (R. gnavus), adherent-invasive E. coli (AIEC), and hydrogen sulfide (H2S) are enriched in active Crohn’s disease (CD) patients compared to healthy subjects. Dual colonization of R. gnavus and E. coli LF82 in ex-germ-free mice enhanced distal colitis and H2S production in cecal contents. R. gnavus pre-digestion of mucus enhanced the ileal CD isolate AIEC LF82 growth and H2S production in vitro. H2S enhanced LF82 adhesion and invasion both in vitro and in vivo along with related LF82 adhesion gene expression and Caco-2 cell expression of CEACAM6, a receptor for AIEC ligand FimH. Interactions between other CD-derived AIEC/non-AIEC and R. gnavus are unknown.
 
 
 
 Different AIEC and non-AIEC may grow and produce H2S differently using mucus digested by R. gnavus, which releases mucus-derived monosaccharides and sulfur substrates.
 
 
 
 We studied CD-derived clinical isolates of AIEC 541-15 (phylotype A), 541-1 (B1), LF82 and NRG857c (B2) and non-AIEC T75 (A) and lab strain K12 (A). M9 minimal media was supplemented with porcine gastric mucin (PGM), ileal (MIM) and colonic (MCoM) mucus isolated from germ-free mice. We measured growth kinetics and H2S production by these AIEC and non-AIEC following culture with sterile supernatants of each mucin/mucus media precultured with or without R. gnavus, monosaccharides obtained by R. gnavus digestion of mucus, and several sulfur substrates in the gut added to M9 minimal media.
 
 
 
 AIEC, especially LF82 (B2), grew better with ileal mucus aerobically and, to a lesser extent, anaerobically than non-AIEC strains, with even greater AIEC growth with R. gnavus pre-digested mucus (Fig.1). AIEC produced more H2S with R. gnavus-precultured mucus than with mucus alone. R. gnavus digestion of PGM released mucus monosaccharides (Fig.2A). AIEC strains grew differently with each monosaccharide constituent of R. gnavus pre-digested PGM. AIEC grew better than non-AIEC with each monosaccharide in aerobic conditions, but AIEC (B2) grew better than others in all monosaccharides in anaerobic conditions (Fig.2B). Amongst mucus-relevant sulfur substrates, L-cysteine was the only substrate to enhance E. coli H2S production by all AIEC and non-AIEC strains. All mucus-relevant sulfur substrates supported R. gnavus survival for 24 hrs, while H2S sustained R. gnavus for 48 hrs in minimum media.
 
 
 
 AIEC grew better and produced more H2S with R. gnavus pre-digested mucus suggesting that co-existence of AIEC with R. gnavus mutually support each other and may explain why they are often observed together in active CD patients. In addition, enhanced AIEC growth with ileal vs. colonic mucus may explain why AIEC are frequently isolated from ileal CD patients. AIEC phylotype growth differences with mucus substrates may explain their persistence in the ileal mucosa.
 
 Figure 1
 
 Figure 2
","AIEC grew better and produced more H2S with R. gnavus pre-digested mucus suggesting that co-existence of AIEC with R. gnavus mutually support each other and may explain why they are often observed together in active CD patients."
"Elucidating the role of the mucus-associated microbiota and mucin glycosylation in inflammatory bowel disease","https://scispace.com/paper/elucidating-the-role-of-the-mucus-associated-microbiota-and-3xs1pfr6u0","2016","Dissertation","","Elizabeth Thursby","","","The human gastrointestinal (GI) tract is host to a dynamic community of 1013-1014 bacteria, which mainly reside in the colonic lumen and outer mucus layer covering the GI tract. Mucins are decorated in a diverse array of O-glycans, providing nutrients and attachment sites for microbes. Dysbiosis of the microbiota, and alterations in mucin glycosylation have been associated with Inflammatory Bowel Disease (IBD). However, the causal relationship between these two factors remains unclear. Here, we employed a multidisciplinary approach to address this relationship, and the molecular mechanisms mediating these changes. Mucosal lavages and biopsies obtained from the sigmoid and ascending colon of patients were used to assess alterations in the mucosal microbiota and the glycosylation of associated mucus in ulcerative colitis (UC) patients. Secondly, in vitro growth assays and gnotobiotic mouse experiments were performed to investigate the reciprocal role of mucin-degrading bacteria in the modulation of mucin O-glycosylation.
These analyses highlighted inter-patient variability, but a similar microbial composition between colonic sites. In contrast, mucin glycosylation and the expression of glycosyltransferases was regio-specific. In UC, changes in the abundances of bacterial groups, including a decrease in the A. muciniphila to R. gnavus ratio were apparent. UC mucins displayed a decrease in fucosylation, increase in sialylation, and a decrease in many complex glycan structures found in abundance in controls. In vitro growth assays suggested that UC-like mucin glycosylation impaired A. muciniphila growth, whilst R. gnavus remained unaffected, potentially explaining changes in these species in UC. Furthermore, gnotobiotic mouse experiments showed that A. muciniphila and R. gnavus were able to remodel mucin glycosylation.
Our findings suggest a multifactorial dysregulation at the epithelial interface in IBD, where mucus-associated microbiota and mucin glycosylation are interdependent. It is likely that an initial disruption in either of these components drives alterations in other mucosal constituents, propagating disease and exacerbating inflammation.","A multifactorial dysregulation at the epithelial interface in IBD, where mucus-associated microbiota and mucin glycosylation are interdependent is suggested, likely that an initial disruption in either of these components drives alterations in other mucosal constituents, propagating disease and exacerbating inflammation."
