"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Carbohydrate Expression in the Intestinal Mucosa","https://scispace.com/paper/carbohydrate-expression-in-the-intestinal-mucosa-3wsmrb9aw7","2001","Book","","Ram P. Sharma
Udo Schumacher","","","UNLABELLED The understanding of mechanisms responsible for alterations in mucin synthesis and secretions is essential in elucidating the aetiology of intestinal disorders. The existence of distinct mucins and M-cell transport mechanisms, and their beneficial effects, have long been recognised. Since nutritional and bacterial factors alter the mucin characteristics and are relevant to planning preventative strategies for intestinal diseases, the studies described in this monograph were designed to test the hypothesis that mucin composition and endocrine status of the intestinal tract are altered by dietary constituents and microbial flora. A study of gut-associated lymphoid tissue (GALT) was undertaken to test the hypothesis that lymphocyte-epithelial interactions influence the glycosylation of cells overlying Peyer's patches. The effects of diet and microbial flora were analysed by comparing the data from male Wistar germ-free rats, with conventional or human flora. Such rats were fed either a commercial diet, containing crude fibre, or a purified diet. Bone marrow transfers from syngeneic Balb/c mice to severe combined immunodeficient (SCID) mice were made to induce the formation of GALT. A comparison was made of the glycoconjugate profile of Peyer's patches in the guts of mice and humans. The results of the study showed that feeding a fibre-rich diet to germ-free rats resulted in increased villus-crypt lengths, decreased carboxylated mucin content of goblet cells, increased N-acetylglucosamine and sialic acid residues in the surface goblet cells, and a reduction in the number of endocrine cells in the small intestine. The lectin markers revealed M-cell development in the dome epithelium of the reconstituted SCID mice. Mouse M cells were labelled by fucose-specific lectins but in human Peyer's patches no distinct M-cell-staining pattern was observed. CONCLUSIONS (1) the interactions between diet and flora alter the mucosal architecture and the activity of endocrine cells; (2) the dietary changes are influential in modifying the epithelial mucin predominantly in the small intestine while the microbial flora influences the mucosal architecture predominantly in the large intestine; (3) the use of bone marrow transplantation from syngeneic mice into SCID mice along with lectin markers for M cells can be used to study the histogenesis of Peyer's patches; (4) the distinct differences between mouse and human Peyer's patches suggest that when considering cell surface glycoconjugates as target molecules appropriate lectin should be used for each species. A future challenge in intestinal epithelial cell biology is identifying the nature and distribution of cell surface receptors for specific dietary components and bacteria.","The hypothesis that mucin composition and endocrine status of the intestinal tract are altered by dietary constituents and microbial flora is tested and the distinct differences between mouse and human Peyer's patches suggest that when considering cell surface glycoconjugates as target molecules appropriate lectin should be used for each species."
"The composition and function of M cell apical membranes: implications for microbial pathogenesis.","https://scispace.com/paper/the-composition-and-function-of-m-cell-apical-membranes-3nk6aept0v","1999","Journal Article","Seminars in Immunology","Marian R. Neutra
Nicholas J. Mantis
Andreas Frey
Paul J. Giannasca","10.1006/SMIM.1999.0173","","","The molecular features of M cell apical surfaces that promote adherence and transport are crucial for understanding the strategies that pathogens use to exploit this pathway."
"Muc1 Cell Surface Mucin Attenuates Epithelial Inflammation in Response to a Common Mucosal Pathogen","https://scispace.com/paper/muc1-cell-surface-mucin-attenuates-epithelial-inflammation-4zm41519tn","2010","Journal Article","Journal of Biological Chemistry","Wei Guang
Hua Ding
Steven J. Czinn
K. Chul Kim
Thomas G. Blanchard
Erik P. Lillehoj","10.1074/JBC.M110.121319","","","Results are consistent with the hypothesis that Muc1 binds to IKKγ, thereby inhibiting formation of the catalytically active IKK complex and blocking the ability of H. pylori to stimulate IκBα phosphorylation, NF-κB activation, and downstream inflammatory responses."
"Commensal ocular bacteria degrade mucins","https://scispace.com/paper/commensal-ocular-bacteria-degrade-mucins-1z5e8wqqk0","2002","Journal Article","British Journal of Ophthalmology","Monica Berry
Annali Harris
R Lumb
K Powell","10.1136/BJO.86.12.1412","","Background/aims: Antimicrobial activity in tears prevents infection while maintaining a commensal bacterial population. The relation between mucin and commensal bacteria was assessed to determine whether commensals possess mucinolytic activity, how degradation depends on mucin integrity, and whether mucins affect bacterial replication. Methods: Bacteria were sampled from healthy eyes and contact lenses from asymptomatic wearers. Intracellular mucins were extracted and purified from cadaver conjunctivas, and surface mucins from extended wear contact lenses. After exposure to bacteria, changes in mucin hydrodynamic volume (proteolytic cleavage) and subunit charge (oligosaccharide degradation) were assayed by size exclusion and ion exchange chromatography. The effect of mucin on bacterial replication was followed for up to 24 hours from the end of incubation with purified ocular mucins. Results: Ocular bacteria decreased the hydrodynamic volume of intracellular and contact lens adherent mucins, irrespective of glycosylation density. A decrease in mucin sialylation was observed after exposure to commensal bacteria. Subunit charge distributions were generally shifted to lesser negative charge, consistent with loss of charged epitopes. Subunits with high negative charge, observed after digesting lightly adhering contact lens mucins with bacteria, suggest preferential cleavage sites in the mucin molecule. The presence of purified ocular mucin in the medium inhibited bacterial growth. Conclusion: Bacteria in the healthy ocular surface possess mucinolytic activity on both intact and surface processed mucins, targeted to discrete sites in the mucin molecule. Inhibition of bacterial growth by ocular mucins can be seen as part of the mucosal control of microbiota.","Bacteria in the healthy ocular surface possess mucinolytic activity on both intact and surface processed mucins, targeted to discrete sites in the mucin molecule, which can be seen as part of the mucosal control of microbiota."
"The VSL#3 probiotic formula induces mucin gene expression and secretion in colonic epithelial cells.","https://scispace.com/paper/the-vsl-3-probiotic-formula-induces-mucin-gene-expression-1oh11uvrpy","2007","Journal Article","American Journal of Physiology-gastrointestinal and Liver Physiology","Celia Caballero-Franco
K. Keller
C. De Simone
Kris Chadee","10.1152/AJPGI.00265.2006","","Several studies have stressed the importance of the microbiota in the maintenance of the gastrointestinal epithelium. Administration of probiotic bacteria, supplements composed of microbiota constituents, was previously shown to diminish symptoms in patients suffering from inflammatory bowel diseases. This raises the possibility that probiotics may play an active role in enhancing the intestinal barrier at the mucosal surface. In this study, we investigated whether the clinically tested VSL#3 probiotic formula and/or its secreted components can augment the protective mucus layer in vivo and in vitro. For in vivo studies, Wistar rats were orally administered the probiotic mixture VSL#3 on a daily basis for seven days. After treatment, basal luminal mucin content increased by 60%. In addition, we exposed isolated rat colonic loops to the VSL#3 probiotic formula, which significantly stimulated colonic mucin (MUC) secretion and MUC2 gene expression; however, MUC1 and MUC3 gene expression were only slightly elevated. The effect of the VSL#3 mucin secretagogue was also tested in vitro by use of LS 174T colonic epithelial cells. In contrast to the animal studies, cultured cells incubated with VSL#3 bacteria did not exhibit increased mucin secretion. However, the bacterial secreted products contained in the conditioned media stimulated a remarkable mucin secretion effect. Among the three bacterial groups (Lactobacilli, Bifidobacteria, and Streptococci) contained in VSL#3, the Lactobacillus species were the strongest potentiator of mucin secretion in vitro. A preliminary characterization of the putative mucin secretagogue suggested that it was a heat-resistant soluble compound, which is not sensitive to protease and DNase treatment. These findings contribute to a better understanding of the complex and beneficial interaction between colonic epithelial cells and intestinal bacteria.","Among the three bacterial groups contained in VSL#3, the Lactobacillus species were the strongest potentiator of mucin secretion in vitro, and this findings contribute to a better understanding of the complex and beneficial interaction between colonic epithelial cells and intestinal bacteria."
"Campylobacter pyloridis degrades mucin and undermines gastric mucosal integrity","https://scispace.com/paper/campylobacter-pyloridis-degrades-mucin-and-undermines-2jlrqvl6ak","1987","Journal Article","Biochemical and Biophysical Research Communications","Bronislaw L. Slomiany
Jan Bilski
J. Sarosiek
Varahabhotla L.N. Murty
B. Dworkin
K. VanHorn
J. Zielenski
Amalia Slomiany","10.1016/S0006-291X(87)80511-9","","","The data suggest that C pyloridis infection weakens the gastric mucosal defense by causing proteolytic degradation of mucin component of the protective mucus layer."
"TagA is a secreted protease of Vibrio cholerae that specifically cleaves mucin glycoproteins.","https://scispace.com/paper/taga-is-a-secreted-protease-of-vibrio-cholerae-that-26o9b51a6h","2011","Journal Article","Microbiology","Rose L. Szabady
Joseph H. Yanta
David K. Halladin
Mark J. Schofield
Rodney A. Welch","10.1099/MIC.0.044529-0","","Vibrio cholerae is a human diarrhoeal pathogen that is a major cause of gastrointestinal disease and death worldwide. Pathogenic V. cholerae strains are characterized by the presence of a Vibrio pathogenicity island (VPI) that encodes virulence factors, including the toxin co-regulated pilus (TCP). TagA is encoded within the VPI and is positively co-regulated with cholera toxin and TCP. TagA is a sequelogue of the StcE mucinase of Escherichia coli O157 : H7. We investigated whether this sequence homology reflected a conserved enzymic substrate profile. TagA exhibited metalloprotease activity toward crude purified mucins, salivary mucin and LS174T goblet cell surface mucin. Like StcE, TagA did not cleave general protease substrates, but unlike StcE, TagA did not cleave the mucin-like serpin C1 esterase inhibitor. Both proteins cleaved the immune cell surface mucin CD43, but TagA demonstrated reduced enzymic efficiency relative to StcE. TagA was expressed and secreted by V. cholerae under ToxR-dependent conditions. A tagA-deficient V. cholerae strain showed no defect in a model of in vitro attachment to the HEp-2 cell line; however, overexpression of a proteolytically inactive mutant, TagA(E433D), caused a significant increase in attachment. The increased attachment was reduced by pretreatment of epithelial monolayers with active TagA. Our results indicate that TagA is a mucinase and suggest that TagA may directly modify host cell surface molecules during V. cholerae infection.","Results indicate thatTagA is a mucinase and suggest that TagA may directly modify host cell surface molecules during V. cholerae infection."
"The roles of enteric bacterial sialidase, sialate O-acetyl esterase and glycosulfatase in the degradation of human colonic mucin","https://scispace.com/paper/the-roles-of-enteric-bacterial-sialidase-sialate-o-acetyl-506hwr30bu","1993","Journal Article","Glycoconjugate Journal","Anthony P. Corfield
Susan A. Wagner
Luke J. D. O'Donnell
Paul Durdey
Richard A. Mountford
John R. Clamp","10.1007/BF00731190","","Sialidase activity in normal faecal extracts showed a preference for mucin-related glycoprotein and oligosaccharide substrates, but the presence of two or moreO-acetyl esters at positions C7–C9 on the sialic acids retarded the rate of hydrolysis A specific sialateO-acetyl esterase was detected with a lower total activity relative to sialidase with mucin substrates and having a pH optimum of 78 and aKM of approximately 1mm sialateO-acetyl ester A specific glycosulfatase activity was found in faecal extracts using the substrate lactit-[3H]ol 6-O-sulfate with a pH optimum of pH 50 and aKM of approximately 1mm","Faecal extracts from ulcerative colitis patients had higher sialateO-acetyl esterase and glycosulfatase activity, while mucin sialidase activity was unchanged, and the UC mucin was degraded more rapidly by faecal enzyme extracts from both normal and UC subjects."
"Characterization of novel beta-galactosidase activity that contributes to glycoprotein degradation and virulence in Streptococcus pneumoniae.","https://scispace.com/paper/characterization-of-novel-beta-galactosidase-activity-that-4ftogwuc4i","2010","Journal Article","Infection and Immunity","Vanessa S. Terra
Karen A. Homer
Susmitha Rao
Peter W. Andrew
Hasan Yesilkaya","10.1128/IAI.00721-09","","The pneumococcus obtains its energy from the metabolism of host glycosides. Therefore, efficient degradation of host glycoproteins is integral to pneumococcal virulence. In search of novel pneumococcal glycosidases, we characterized the Streptococcus pneumoniae strain D39 protein encoded by SPD_0065 and found that this gene encodes a beta-galactosidase. The SPD_0065 recombinant protein released galactose from desialylated fetuin, which was used here as a model of glycoproteins found in vivo. A pneumococcal mutant with a mutation in SPD_0065 showed diminished beta-galactosidase activity, exhibited an extended lag period in mucin-containing defined medium, and cleaved significantly less galactose than the parental strain during growth on mucin. As pneumococcal beta-galactosidase activity had been previously attributed solely to SPD_0562 (bgaA), we evaluated the contribution of SPD_0065 and SPD_0562 to total beta-galactosidase activity. Mutation of either gene significantly reduced enzymatic activity, but beta-galactosidase activity in the double mutant, although significantly less than that in either of the single mutants, was not completely abolished. The expression of SPD_0065 in S. pneumoniae grown in mucin-containing medium or tissues harvested from infected animals was significantly upregulated compared to that in pneumococci from glucose-containing medium. The SPD_0065 mutant strain was found to be attenuated in virulence in a manner specific to the host tissue.","The SPD_0065 mutant strain was found to be attenuated in virulence in a manner specific to the host tissue, and β-galactosidase activity in the double mutant, although significantly less than that in either of the single mutants, was not completely abolished."
"Haemagglutinin/protease expression and mucin gel penetration in El Tor biotype Vibrio cholerae.","https://scispace.com/paper/haemagglutinin-protease-expression-and-mucin-gel-penetration-2n7xuwjq4p","2003","Journal Article","Microbiology","Anisia J. Silva
Kim Pham
Jorge A. Benitez","10.1099/MIC.0.26086-0","","Vibrio cholerae of both biotypes produce a soluble Zn 2+ -dependent metalloprotease: haemagglutinin/protease (Hap), encoded by hapA. Hap has been shown to have mucinolytic and cytotoxic activity. These activities are likely to play an important role in the pathogenesis of cholera and the reactogenicity of attenuated vaccine strains. Production of Hap requires transcriptional activation by the HapR regulator and is repressed by glucose. The present study shows that mucin purified from two sources, bile salts, and growth at 37 ˚ C enhanced Hap protease production. Analysis of hapA and hapR promoter fusions with the lacZ gene showed both promoters to be activated in a cell-density-dependent pattern. Glucose repressed and mucin induced the hapA promoter by a HapR-independent mechanism. Bile had no effect on either hapR or hapA promoter activity. Expression of hapA was required for vibrios to translocate through a mucin-containing gel. These results suggest Hap to play an important role in cholera pathogenesis by promoting mucin gel penetration, detachment and spreading of infection along the gastrointestinal tract.","The present study shows that mucin purified from two sources, bile salts, and growth at 37 degrees C enhanced Hap protease production, suggesting Hap to play an important role in cholera pathogenesis by promoting mucin gel penetration, detachment and spreading of infection along the gastrointestinal tract."
