"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Novel glycan-targeted extracellular proteases from divergent mucosal microbes","https://scispace.com/paper/novel-glycan-targeted-extracellular-proteases-from-divergent-24c8m12lk5","2013","Dissertation","","Didier Akara. Ndeh","","","Trillions of microorganisms inhabit mucosal surfaces of the human body. Despite increasing evidence of their impact on human health, many of the molecular mechanisms underlying hostmicrobial interactions (HMI) are poorly understood. To contribute to our understanding of HMI at mucosal surfaces, we investigated the novel family of M60-like/PF13402 domain-containing proteins and their putative functional partners. M60-like domains are shared by proteins from several mucosal microbes including two important human mucosal microbes; the bacterial mutualist Bacteroides thetaiotaomicron and the protist pathogen Trichomonas vaginalis, suggesting these proteins are important for interaction with the mucosal layer. We initially tested our hypothesis that these are glycoprotein-targeted metal dependent proteases in both these organisms. The three M60-like domains of B. thetaiotaomicron proteins (BT4244, BT3015 and BT4272) exhibited mucin protease activity. This proteolytic activity was shown to be inhibited in a mutant version of the protein (BT4244-FL-E575D) as well as in the presence of Ethylenediaminetetraacetic acid (EDTA), implying BT4244 and its relatives are metal dependent proteases. All M60-like proteins from B. thetaiotaomicron contained a carbohydrate binding module (CBM) from family 32 and these were shown to be capable of binding galacto-configured sugars that are common to mucin glycans, while in contrast the putative carbohydrate binding PA14 domain of the T. vaginalis TVAG339720 M60-like protein interacted with heparin and its sulphated derivatives. Mucins are glycoproteins and prominent components of the mucus secreted at mucosal surfaces while heparin is a close relative of heparan sulphate which typically exists as part of proteoglycans in the glycocalyx of mucosal epithelia. Although the actual target of the M60-like domain of TVAG339720 and its relatives in T. vaginalis are not currently known, the interaction of the TVAG339720 PA14 domain with heparin suggests that these may be proteases targeting proteoglycans and play a role in adhesion of the pathogen to the epithelial layer, a key initial step in pathogenesis. M60-like domain-containing proteins of B. thetaiotaomicron are also components of Sus-like systems. Sus-like systems are Bacteroidetes specific machinery that comprise a suite of cellenvelope located carbohydrate-active enzymes and sugar binding proteins that target complex glycans, with each Sus-like system tuned to the degradation of a specific glycan. The Sus-like system containing the BT4244 enzyme (BT4240-50), encoded by the polysaccharide locus (PUL) PULBT_4240-50 was characterised in this study. The results demonstrated that BT4244 is a surface protein and that its proteolytic activity is part of a concerted action of BT4240-50 components to utilise complex mucin glycoproteins containing the T (Galβ1-3GalNAc) and F (GalNAcα1-3GalNAc) antigens. Gene deletion studies revealed that PULBT_4240-50 provides a competitive advantage to the organism when grown on mucins, probably through its possession of the N-acetylgalactosamine (GalNAc) kinase BT4240, which was shown to be crucial for GalNAc utilisation. Finally, although variably conserved in closely related Bacteroides, the high frequency of PULBT_4240-50 components in this group of organisms suggests it may be an important evolutionary adaptation for survival at mucosal surfaces. Our findings not only set the stage for future functional studies on the novel M60-like/PF13402 family of proteins and their functional partners, but also further our understanding of host-microbial interactions at mucosal surfaces.","The results demonstrated that BT4244 is a surface protein and that its proteolytic activity is part of a concerted action of BT4240-50 components to utilise complex mucin glycoproteins containing the T (Galβ1-3 GalNAc) and F (GalNAcα 1-3GalNAC) antigens."
"Nutrient-specific proteomic analysis of the mucin degrading bacterium Akkermansia muciniphila.","https://scispace.com/paper/nutrient-specific-proteomic-analysis-of-the-mucin-degrading-2wjvl37udz","2021","Journal Article","Proteomics","Jiyoung Lee
Hyeon-Su Jin
Kyoung Su Kim
Je-Hyun Baek
Bong-Soo Kim
Dong Woo Lee","10.1002/PMIC.202100125","","Akkermansia muciniphila is a prominent mucin-degrading bacterium that acts as a keystone species in regulating the human gut microbiota. Despite recently increasing research into this bacterium and its relevance to human health, a high-resolution database of its functional proteins remains scarce. Here, we provide a proteomic overview of A. muciniphila grown in different nutrient conditions ranging from defined to complex. Of 2,318 protein-coding genes in the genome, we identified 841 (40%) that were expressed at the protein level. Overall, proteins involved in energy production and carbohydrate metabolism indicate that A. muciniphila relies mainly on the Embden-Meyerhof-Parnas pathway, and produces short-chain fatty acids through anaerobic fermentation in a nutrient-specific manner. Moreover, this bacterium possesses a broad repertoire of glycosyl hydrolases, together with putative peptidases and sulfatases, to cleave O-glycosylated mucin. Of them, putative mucin-degrading enzymes (Amuc_1220, Amuc_1120, Amuc_0052, Amuc_0480, and Amuc_0060) are highly abundant in the mucin-supplemented media. Furthermore, A. muciniphila uses mucin-derived monosaccharides as sources of energy and cell wall biogenesis. Our dataset provides nutrient-dependent global proteomes of A. muciniphila ATCC BAA-835 to offer insights into its metabolic functions that shape the composition of the human gut microbiota via mucin degradation. This article is protected by copyright. All rights reserved.","A. muciniphila is a prominent mucin-degrading bacterium that acts as a keystone species in regulating the human gut microbiota as discussed by the authors, however, a high-resolution database of its functional proteins remains scarce."
"Production of mucin degrading sulphatase and glycosidases by Bacteroides thetaiotaomicron","https://scispace.com/paper/production-of-mucin-degrading-sulphatase-and-glycosidases-by-21f98vnzz4","1991","Journal Article","Letters in Applied Microbiology","H.H. Tsai
C. A. Hart
J.M. Rhodes","10.1111/J.1472-765X.1991.TB00580.X","","Bacteroides thetaiotaomicron NCTC 10582 grown in media containing pig gastric mucin was found to be capable of producing all the glycosidases required to degrade the carbohydrate moieties of human colonic mucin. These are α-fucosidase, β-galactosidase, α-N-acetylgalactosaminidase, β-N-acetylglucosaminidase and neuraminidase. Moreover, a novel glycosulphatase was identified using glucose-6-sulphate as substrate. This enzyme has a Km of 43·4 mmol/l and a pH optimum of 5·0. The bacteria, when cultured for 24 h in broth, were capable of removing 18% of [35S]-sulphate from [35S]-labelled mucin and of removing 15% of [3H]-glucosamine from [3H]-glucosamine-labelled human colonic mucin. The results suggest that this bacterium is likely to play an important role in mucus degradation in the human colon.","The results suggest that the Bacteroides thetaiotaomicron NCTC 10582 is likely to play an important role in mucus degradation in the human colon."
"Akkermansia muciniphila gen. nov., sp. nov., a human intestinal mucin-degrading bacterium.","https://scispace.com/paper/akkermansia-muciniphila-gen-nov-sp-nov-a-human-intestinal-icf8ckwfxn","2004","Journal Article","International Journal of Systematic and Evolutionary Microbiology","Muriel Derrien
Elaine E. Vaughan
Caroline M. Plugge
Willem M. de Vos","10.1099/IJS.0.02873-0","","The diversity of mucin-degrading bacteria in the human intestine was investigated by combining culture and 16S rRNA-dependent approaches. A dominant bacterium, strain MucT, was isolated by dilution to extinction of faeces in anaerobic medium containing gastric mucin as the sole carbon and nitrogen source. A pure culture was obtained using the anaerobic soft agar technique. Strain MucT was a Gram-negative, strictly anaerobic, non-motile, non-spore-forming, oval-shaped bacterium that could grow singly and in pairs. When grown on mucin medium, cells produced a capsule and were found to aggregate. Strain MucT could grow on a limited number of sugars, including N-acetylglucosamine, N-acetylgalactosamine and glucose, but only when a protein source was provided and with a lower growth rate and final density than on mucin. The G + C content of DNA from strain MucT was 47.6 mol%. 16S rRNA gene sequence analysis revealed that the isolate was part of the division Verrucomicrobia. The closest described relative of strain MucT was Verrucomicrobium spinosum (92 % sequence similarity). Remarkably, the 16S rRNA gene sequence of strain MucT showed 99 % similarity to three uncultured colonic bacteria. According to the data obtained in this work, strain MucT represents a novel bacterium belonging to a new genus in subdivision 1 of the Verrucomicrobia; the name Akkermansia muciniphila gen. nov., sp. nov. is proposed; the type strain is MucT (= ATCC BAA-835T = CIP 107961T).","According to the data obtained in this work, strain MucT represents a novel bacterium belonging to a new genus in subdivision 1 of the Verrucomicrobia; the name Akkermansia muciniphila gen. nov., sp."
"Rational design of a microbial consortium of mucosal sugar utilizers reduces Clostridiodes difficile colonization.","https://scispace.com/paper/rational-design-of-a-microbial-consortium-of-mucosal-sugar-3zn7xuvu4j","2020","Journal Article","Nature Communications","Fátima C. Pereira
Kenneth Wasmund
Iva Cobankovic
Nico Jehmlich
Craig W. Herbold
Kang Soo Lee
Kang Soo Lee
Barbara Sziranyi
Cornelia Vesely
Thomas Decker
Roman Stocker
Roman Stocker
Benedikt Warth
Martin von Bergen
Michael Wagner
Michael Wagner
David Berry
David Berry","10.1038/S41467-020-18928-1","","Many intestinal pathogens, including Clostridioides difficile, use mucus-derived sugars as crucial nutrients in the gut. Commensals that compete with pathogens for such nutrients are therefore ecological gatekeepers in healthy guts, and are attractive candidates for therapeutic interventions. Nevertheless, there is a poor understanding of which commensals use mucin-derived sugars in situ as well as their potential to impede pathogen colonization. Here, we identify mouse gut commensals that utilize mucus-derived monosaccharides within complex communities using single-cell stable isotope probing, Raman-activated cell sorting and mini-metagenomics. Sequencing of cell-sorted fractions reveals members of the underexplored family Muribaculaceae as major mucin monosaccharide foragers, followed by members of Lachnospiraceae, Rikenellaceae, and Bacteroidaceae families. Using this information, we assembled a five-member consortium of sialic acid and N-acetylglucosamine utilizers that impedes C. difficile’s access to these mucosal sugars and impairs pathogen colonization in antibiotic-treated mice. Our findings underscore the value of targeted approaches to identify organisms utilizing key nutrients and to rationally design effective probiotic mixtures. Here, the authors employ Raman-Activated Cell Sorting (RACS) and metagenomics to identify organisms that can forage on O-glycan monosaccharides in the mouse gut, which they use to construct a bacterial consortium able to reduce Clostridioides difficile colonization based on competition for mucosal sugars.","This work identifies mouse gut commensals that utilize mucus-derived monosaccharides within complex communities using single-cell stable isotope probing, Raman-activated cell sorting and mini-metagenomics, and assembles a five-member consortium of sialic acid and N-acetylglucosamine utilizers that impedes C. difficile's access to these mucosal sugars and impairs pathogen colonization in antibiotic-treated mice."
"In vitro utilization of mucin by Bacteroides fragilis","https://scispace.com/paper/in-vitro-utilization-of-mucin-by-bacteroides-fragilis-3cidbejh7p","1982","Journal Article","Applied and Environmental Microbiology","Anthony M. Roberton
Roger Stanley","10.1128/AEM.43.2.325-330.1982","","A method for isolating pig colon mucin in a soluble high-molecular-weight form, suitable for addition to bacterial growth media, is described. This preparation was utilized as a sole carbohydrate energy source by two strains of Bacteroides fragilis. The extent of degradation was compared with that of commercial pig gastric mucin by the same strains. Gas-liquid chromatographic analysis of the mucin carbohydrates and gel chromatography of the preparations were carried out before and after in vitro degradation. The mucin carbohydrates were utilized only to a very limited extent, colon mucin being more resistant to degradation than gastric mucin. Both mucins chromatographed at or near the excluded volume on Sepharose 4B, and only in the case of ATCC 25285 grown on gastric mucin was a significant degradation peak detected. If mucins are degraded in vivo by the sequential action of several bacteria, a pure culture in vitro might be expected to degrade mucins to a limited extent only. Techniques previously used to examine mucin utilization by pure cultures may have overlooked limited mucin degradation demonstrated by the methods used in this work.","A method for isolating pig colon mucin in a soluble high-molecular-weight form, suitable for addition to bacterial growth media, is described, and limited mucin degradation is demonstrated."
"Clostridioides difficile-mucus interactions encompass shifts in gene expression, metabolism, and biofilm formation","https://scispace.com/paper/clostridioides-difficile-mucus-interactions-encompass-shifts-2t2nwywk8o","2024","Journal Article","bioRxiv","Kathleen L Furtado
Lucas M. Plott
Matthew R. Markovetz
Deborah A. Powers
Hao Wang
David B. Hill
Jason Papin
N. L. Allbritton
Rita Tamayo","10.1101/2024.02.01.578425","","In a healthy colon, the stratified mucus layer serves as a crucial innate immune barrier to protect the epithelium from microbes. Mucins are complex glycoproteins that serve as a nutrient source for resident microflora and can be exploited by pathogens. We aimed to understand how the intestinal pathogen, Clostridioides diffiicile, independently uses or manipulates mucus to its benefit, without contributions from members of the microbiota. Using a 2-D primary human intestinal epithelial cell model to generate physiologic mucus, we assessed C. difficile-mucus interactions through growth assays, RNA-Seq, biophysical characterization of mucus, and contextualized metabolic modeling. We found that host-derived mucus promotes C. difficile growth both in vitro and in an infection model. RNA-Seq revealed significant upregulation of genes related to central metabolism in response to mucus, including genes involved in sugar uptake, the Wood-Ljungdahl pathway, and the glycine cleavage system. In addition, we identified differential expression of genes related to sensing and transcriptional control. Analysis of mutants with deletions in highly upregulated genes reflected the complexity of C. difficile-mucus interactions, with potential interplay between sensing and growth. Mucus also stimulated biofilm formation in vitro, which may in turn alter viscoelastic properties of mucus. Context-specific metabolic modeling confirmed differential metabolism and predicted importance of enzymes related to serine and glycine catabolism with mucus. Subsequent growth experiments supported these findings, indicating mucus is an important source of serine. Our results better define responses of C. difficile to human gastrointestinal mucus and highlight a flexibility in metabolism that may influence pathogenesis. IMPORTANCE Clostridioides difficile results in upwards of 250,000 infections and 12,000 deaths annually in the United States. Community-acquired infections continue to rise and recurrent disease is common, emphasizing a vital need to understand C. difficile pathogenesis. C. difficile undoubtedly interacts with colonic mucus, but the extent to which the pathogen can independently respond to and take advantage of this niche has not been explored extensively. Moreover, the metabolic complexity of C. difficile remains poorly understood, but likely impacts its capacity to grow and persist in the host. Here, we demonstrate that C. difficile uses native colonic mucus for growth, indicating C. difficile possesses mechanisms to exploit the mucosal niche. Furthermore, mucus induces metabolic shifts and biofilm formation in C. difficile, which has potential ramifications for intestinal colonization. Overall, our work is crucial to better understand dynamics of C. difficile-mucus interactions in the context of the human gut.","It is demonstrated that C. difficile uses native colonic mucus for growth, indicating C. difficile possesses mechanisms to exploit the mucosal niche and induces metabolic shifts and biofilm formation in C. difficile, which has potential ramifications for intestinal colonization."
"Mucolytic bacteria with increased prevalence in IBD mucosa augment in vitro utilization of mucin by other bacteria.","https://scispace.com/paper/mucolytic-bacteria-with-increased-prevalence-in-ibd-mucosa-rpbt63svac","2010","Journal Article","The American Journal of Gastroenterology","Chin Wen Png
Sara K. Lindén
Kristen Gilshenan
Erwin G. Zoetendal
Christopher S. McSweeney
Lindsay I. Sly
Michael A. McGuckin
Timothy H. Florin","10.1038/AJG.2010.281","","","Increased total mucosa-associated bacteria 16S rRNA gene in macroscopically and histologically normal intestinal epithelium of both Crohn's disease and ulcerative colitis confirmed, which suggests the possibility of an increased source of digestible endogenous mucus substrate."
"The Ruminococci: key symbionts of the gut ecosystem.","https://scispace.com/paper/the-ruminococci-key-symbionts-of-the-gut-ecosystem-499ndixxms","2018","Journal Article","Journal of Microbiology","Alex J. La Reau
Garret Suen","10.1007/S12275-018-8024-4","","Mammalian gut microbial communities form intricate mutualisms with their hosts, which have profound implications on overall health. One group of important gut microbial mutualists are bacteria in the genus Ruminococcus, which serve to degrade and convert complex polysaccharides into a variety of nutrients for their hosts. Isolated decades ago from the bovine rumen, ruminococci have since been cultured from other ruminant and non-ruminant sources, and next-generation sequencing has further shown their distribution to be widespread in a diversity of animal hosts. While most ruminococci that have been studied are those capable of degrading cellulose, much less is known about non-cellulolytic, nonruminant-associated species, such as those found in humans. Furthermore, a mechanistic understanding of the role of Ruminococcus spp. in their respective hosts is still a work in progress. This review highlights the broad work done on species within the genus Ruminococcus with respect to their physiology, phylogenetic relatedness, and their potential impact on host health.","This review highlights the broad work done on species within the genus Ruminococcus with respect to their physiology, phylogenetic relatedness, and their potential impact on host health."
"Mucolytic bacteria: prevalence in various pathological diseases.","https://scispace.com/paper/mucolytic-bacteria-prevalence-in-various-pathological-4tmsfb2c5l","2021","Journal Article","World Journal of Microbiology & Biotechnology","Krishan K. Selwal
Manjit K. Selwal
Zhongtang Yu","10.1007/S11274-021-03145-9","","All mucins are highly glycosylated and a key constituent of the mucus layer that is vigilant against pathogens in many organ systems of animals and humans. The viscous layer is organized in bilayers, i.e., an outer layer that is loosely arranged, variable in thickness, home to the commensal microbiota that grows in the complex environment, and an innermost layer that is stratified, non-aspirated, firmly adherent to the epithelial cells and devoid of any microorganisms. The O-glycosylation moiety represents the site of adhesion for pathogens and due to the increase of motility, mucolytic activity, and upregulation of virulence factors, some microorganisms can circumvent the component of the mucus layer and cause disruption in organ homeostasis. A dysbiotic microbiome, defective mucus barrier, and altered immune response often result in various diseases. In this review, paramount emphasis is given to the role played by the bacterial species directly or indirectly involved in mucin degradation, alteration in mucus secretion or its composition or mucin gene expression, which instigates many diseases in the digestive, respiratory, and other organ systems. A systematic view can help better understand the etiology of some complex disorders such as cystic fibrosis, ulcerative colitis and expand our knowledge about mucin degraders to develop new therapeutic approaches to correct ill effects caused by these mucin-dwelling pathogens.","In this article, the role played by the bacterial species directly or indirectly involved in mucin degradation, alteration in mucus secretion or its composition or mucin gene expression, which instigates many diseases in the digestive, respiratory and other organ systems."
"Mucin Degradation by Bifidobacterium Strains Isolated from the Human Intestinal Microbiota","https://scispace.com/paper/mucin-degradation-by-bifidobacterium-strains-isolated-from-1x3it2xoqn","2008","Journal Article","Applied and Environmental Microbiology","Patricia Ruas-Madiedo
Miguel Gueimonde
María Fernández-García
Clara G. de los Reyes-Gavilán
Abelardo Margolles","10.1128/AEM.02509-07","","The presence of the genes engBF (endo-α-N-acetylgalactosaminidase) and afcA (1,2-α-l-fucosidase) was detected in several intestinal Bifidobacterium isolates. Two strains of Bifidobacterium bifidum contained both genes, and they were able to degrade high-molecular weight porcine mucin in vitro. The expression of both genes was highly induced in the presence of mucin.","Two strains of Bifidobacterium bifidum contained both genes, and they were able to degrade high-molecular weight porcine mucin in vitro, and the expression of both genes was highly induced in the presence of mucin."
"Ruminococcus torques is a keystone degrader of intestinal mucin glycoprotein, releasing oligosaccharides used by Bacteroides thetaiotaomicron","https://scispace.com/paper/ruminococcus-torques-is-a-keystone-degrader-of-intestinal-y9les1rjgh","2024","Journal Article","bioRxiv","Sadie R. Schaus
Gabriel Vasconcelos Periera
Ana S. Luis
Emily Madlambayan
Nicolas Terrapon
Matthew P. Ostrowski
Chunsheng Jin
Gunnar C. Hansson
Eric C. Martens","10.1101/2024.01.15.575725","","Symbiotic interactions between humans and our communities of resident gut microbes (microbiota) play many roles in health and disease. Some gut bacteria utilize mucus as a nutrient source and can under certain conditions damage the protective barrier it forms, increasing disease susceptibility. We investigated how Ruminococcus torques—a known mucin-degrader that remains poorly studied despite its implication in inflammatory bowel diseases (IBDs)— degrades mucin glycoproteins or their component O-linked glycans to understand its effects on the availability of mucin-derived nutrients for other bacteria. We found that R. torques utilizes both mucin glycoproteins and released oligosaccharides from gastric and colonic mucins, degrading these substrates with a panoply of mostly constitutively expressed, secreted enzymes. Investigation of mucin oligosaccharide degradation by R. torques revealed strong fucosidase, sialidase and β1,4-galactosidase activities. There was a lack of detectable sulfatase and weak β1,3-galactosidase degradation, resulting in accumulation of glycans containing these structures on mucin polypeptides. While the Gram-negative symbiont, Bacteroides thetaiotaomicron grows poorly on mucin glycoproteins, we demonstrate a clear ability of R. torques to liberate products from mucins, making them accessible to B. thetaiotaomicron. This work underscores the diversity of mucin-degrading mechanisms in different bacterial species and the probability that some species are contingent on others for the ability to more fully access mucin-derived nutrients. The ability of R. torques to directly degrade a variety of mucin and mucin glycan structures and unlock released glycans for other species suggests that it is a keystone mucin degrader, which may contribute to its association with IBD. Importance An important facet of maintaining healthy symbiosis between host and intestinal microbes is the mucus layer, the first defense protecting the epithelium from lumenal bacteria. Some gut bacteria degrade different components of intestinal mucins, but detailed mechanisms used by different species are still emerging. It is imperative to understand these mechanisms as they likely dictate interspecies interactions and may illuminate particular species associated with bacterial mucus destruction and subsequent disease susceptibility. Ruminococcus torques is positively associated with IBD in multiple studies. We identified mucin glycan-degrading enzymes in R. torques and found that it shares mucin degradation products with another gut bacterium implicated in IBD, Bacteroides thetaiotaomicron. Our findings underscore the importance of understanding the mucin degradation mechanisms of different gut bacteria and their consequences on interspecies interactions, which may identify keystone bacteria that disproportionately contribute to defects in mucus protection and could therefore be targets to prevent or treat IBD.","The ability of R. torques to directly degrade a variety of mucin and mucin glycan structures and unlock released glycans for other species suggests that it is a keystone mucin degrader, which may contribute to its association with IBD."
"Bacterial Glycosidases and Degradation of Glycoconjugates in the Human Gut","https://scispace.com/paper/bacterial-glycosidases-and-degradation-of-glycoconjugates-in-2djkpczram","1991","Book Chapter","","Lansing C. Hoskins","10.1007/978-1-4684-5982-1_6","","When examining the molecular pathogenesis of gastrointestinal infections investigators should realize that colon contents contain a variety of hydrolases including proteases, phospholipases, and glycosidases. Their action on cell surface and surface-related structures in the intestine presumably influence both normal and pathological host-microbial associations. This is especially true of intralumenal glycosidases, since oligosaccharide moieties of cell membrane glycolipids and glycoproteins appear to have roles as molecular recognition sites for bacterial attachment (1) while those of mucin glycoproteins confer the viscoelastic gel properties to the overlying mucus layer (I. Carlstedt, this symposium) which is a habitat for some kinds of enteric bacteria (2).","When examining the molecular pathogenesis of gastrointestinal infections investigators should realize that colon contents contain a variety of hydrolases including proteases, phospholipases, and glycosidases, which influence both normal and pathological host-microbial associations."
"In vitro degradation of gastric mucin","https://scispace.com/paper/in-vitro-degradation-of-gastric-mucin-3bjdtol1ln","1983","Journal Article","Gastroenterology","Easwaran P. Variyam
Easwaran P. Variyam
Lansing C. Hoskins
Lansing C. Hoskins","10.5555/URI:PII:001650858390077X","","","It is shown that hog gastric mucin was resistant to pancreatic proteases before and after cleavage of its carbohydrate moieties by bacterial glycosidases from an anaerobic human fecal culture supernate."
"Mutually Beneficial Symbiosis Between Human and Gut-Dominant Bacteroides Species Through Bacterial Assimilation of Host Mucosubstances","https://scispace.com/paper/mutually-beneficial-symbiosis-between-human-and-gut-dominant-16dkm5b3yt","2020","Posted Content","bioRxiv","Masahiro Sato
Kanta Kajikawa
Tomoya Kumon
Daisuke Watanabe
Ryuichi Takase
Wataru Hashimoto","10.1101/2020.08.21.262261","","The composition of gut microbiota is influenced by the quantity and type of nutrients in host. Even with some Bacteroides species being categorized as pathogens, Bacteroides is one of the most dominant gut bacteria. Here we indicate the physiological determinants of the species of Bacteroides for being dominant in human gut microbiota. Each of the host extracellular mucosubstances including glycosaminoglycans (GAGs) and mucin has grown human gut microbiota. In spite of the differences among initial microbiota profiles, Bacteroides species dominated the community when GAG (e.g., chondroitin sulfate or hyaluronan) was used as a sole carbon source. In fact, GAGs and the Bacteroides genes which are vital for the degradation of GAGs were commonly detected in human feces. Mucin has encouraged the growth of Bacteroides and several other genera. A comprehensive analysis on the degradation and assimilation of mucosubstances by the genus Bacteroides using around 30 species has shown that most species degrade and assimilate GAGs and mucin, showing that Bacteroides species can survive even in the undernutrition condition including the fasting state. In the assimilation of GAG or mucin, Bacteroides species significantly secreted essential amino acids, γ-amino butyrate (GABA), and/or short-chain fatty acids which are needed for human health. This is the first report as regards mutually beneficial interaction between human and Bacteroides species via bacterial assimilation of host mucosubstances and secretion of metabolites for host health promotion. Significance The genus Bacteroides is one of the most dominant gut bacteria, although its beneficial effects on human health have not been well understood. Here, we show modes of action in human-Bacteroides interrelationship. Mucosubstances including GAGs and mucin secreted by human host are abundant in gut for microbiota to grow well. Bacteroides species are dominant in the community in the presence of GAGs, and provide human host with a considerable amount of essential amino acids, γ-amino butyrate, and short-chain fatty acids produced from mucosubstances. These results postulate mutually beneficial symbiosis system between human and Bacteroides through bacterial assimilation of host mucosubstances and secretion of metabolites for human body and mental health promotion even in the undernutrition condition including the fasting state.","Bacteroides species are dominant in the community in the presence of GAGs, and provide human host with a considerable amount of essential amino acids, γ-amino butyrate, and short-chain fatty acids produced from mucosubstances, which are needed for human health."
"Sialidases and Fucosidases of <i>Akkermansia muciniphila</i> are crucial for growth on mucin and nutrient sharing with mucus-associated gut bacteria","https://scispace.com/paper/sialidases-and-fucosidases-of-i-akkermansia-muciniphila-i-34at1jec","2022","Posted Content","","J. Preben Morth
Erica Martin","10.1101/2022.09.10.507281","","Abstract The gut mucolytic specialist Akkermansia muciniphila is strongly associated with the integrity of the mucus layer. Mucin glycan utilization requires the removal of diverse protective caps, notably, fucose and sialic acid, but the enzymatic details of this process remain largely unknown. Here, we describe the specificities of ten A. muciniphila glycoside hydrolases, which collectively remove all known sialyl and fucosyl mucin caps including those with double sulphated epitopes. Structural analyses revealed an unprecedented fucosidase modular arrangement and explained the exclusive sialyl T-antigen specificity of a sialidase of a previously unknown family and catalytic apparatus. Key cell attached sialidases and fucosidases conferred mucin-binding and their inhibition abolished growth of A. muciniphila on mucin. Remarkably, the sialic acid fucose did not contribute to A. muciniphila growth, but instead promoted butyrate production by co-cultured Clostridia. This study brings unique mechanistic insight into the initiation of mucin O -glycan degradation by A. muciniphila and the nutrient sharing between key mucus-associated bacteria. ","In this paper , the authors describe the specificities of ten A. muciniphila glycoside hydrolases, which collectively remove all known sialyl and fucosyl mucin caps including those with double sulphated epitopes."
"Evaluation of the ability of Bifidobacterium longum to metabolize human intestinal mucus","https://scispace.com/paper/evaluation-of-the-ability-of-bifidobacterium-longum-to-5cxnvenztx","2011","Journal Article","Fems Microbiology Letters","Lorena Ruiz
Miguel Gueimonde
Miguel Gueimonde
Yohann Couté
Seppo Salminen
Jean-Charles Sanchez
Clara G. de los Reyes-Gavilán
Abelardo Margolles","10.1111/J.1574-6968.2010.02159.X","","The ability of Bifidobacterium longum to use intestinal mucus as a metabolizable source was characterized. Bifidobacterium longum biotype longum NCIMB8809 was grown in a chemically semi-defined medium supplemented with human intestinal mucus, and the cytoplasmic protein profiles and several glycosyl hydrolase activities were analysed and compared with those obtained from the same bacterium grown in the absence of mucus. We were able to identify 22 different proteins in the cytoplasmic fraction, of which nine displayed a different concentration in the presence of mucus. Among the proteins whose concentrations varied, we found specific enzymes that are involved in the response to different environmental conditions, and also proteins that mediate interaction with mucus in bacteria. Significant changes in some glycoside-hydrolysing activities were also detected. In addition, stable isotope labelling of amino acids in cell culture demonstrated that B. longum incorporates leucine from the glycoprotein matrix of mucin within its proteins. This study provides the first proteomic data regarding the interaction of B. longum with intestinal mucus, and contributes to the understanding of the behaviour of this intestinal species in its natural ecological niche.","This study provides the first proteomic data regarding the interaction of B. longum with intestinal mucus, and contributes to the understanding of the behaviour of this intestinal species in its natural ecological niche."
"Bacterial Enzyme Assay for Mucin Glycan Degradation.","https://scispace.com/paper/bacterial-enzyme-assay-for-mucin-glycan-degradation-2ik5kxhsgo","","Journal Article","","Toshihiko Katoh
Hisashi Ashida","10.1007/978-1-0716-3670-1_28","","Bacterial sialidase and sulfoglycosidase may act on the acidic modifications of mucin O-glycans, producing sialic acid and 6-sulfated N-acetylglucosamine, respectively. Assays for these enzymes, using mucin as a substrate, are enabled by the detection and/or quantification of the free monosaccharides that are released by these enzymes. This chapter describes enzyme reactions with mucin, detection by thin-layer chromatography of sialic acid, and quantification of 6-sulfated N-acetylglucosamine by liquid chromatography-tandem mass spectrometry. ","This chapter describes enzyme reactions with mucin, detection by thin-layer chromatography of sialic acid, and quantification of 6-sulfated N-acetylglucosamine by liquid chromatography-tandem mass spectrometry."
